Date,Team1,Team2,Score,Map,Event,Series
4-1-18,"['Rise Nation', 'Ace', 'dazzLe', 'moose', 'vSa', 'Jonji']","['SoaR', 'Snakes', 'xCeeD', 'Voltage', 'Grim', 'mCe']","['19', '16']",Mirage,ESEA MDL Season 26 North America Finals,11124
4-1-18,"['Rise Nation', 'Jonji', 'moose', 'vSa', 'Ace', 'dazzLe']","['SoaR', 'Snakes', 'Grim', 'mCe', 'xCeeD', 'Voltage']","['7', '16']",Inferno,ESEA MDL Season 26 North America Finals,11124
4-1-18,"['Rise Nation', 'Jonji', 'moose', 'Ace', 'dazzLe', 'vSa']","['SoaR', 'mCe', 'Grim', 'Snakes', 'xCeeD', 'Voltage']","['12', '16']",Train,ESEA MDL Season 26 North America Finals,11124
5-1-18,"['MVP PK', 'glow', 'HSK', 'zeff', 'solo', 'XigN']","['ROAR', 'hyperhf', 'fed9', 'Ethan', 'creed', 'Fury7']","['13', '16']",Overpass,Daddyskins Asia Super League,11123
5-1-18,"['MVP PK', 'XigN', 'glow', 'HSK', 'solo', 'zeff']","['ROAR', 'fed9', 'hyperhf', 'Fury7', 'creed', 'Ethan']","['16', '13']",Train,Daddyskins Asia Super League,11123
5-1-18,"['Red Wolf', 'WyCloud', 'DeStRoYeR', 'Lieu', 'Mumu', 'Searph']","['ViCi', 'Freeman', 'advent', 'zhokiNg', 'HZ', 'Savage']","['16', '6']",Inferno,Letou Invitational,11122
5-1-18,"['ViCi', 'Freeman', 'HZ', 'advent', 'zhokiNg', 'Savage']","['Red Wolf', 'DeStRoYeR', 'Searph', 'Lieu', 'WyCloud', 'Mumu']","['16', '4']",Cobblestone,Daddyskins Asia Super League,11121
5-1-18,"['ViCi', 'Freeman', 'zhokiNg', 'HZ', 'advent', 'Savage']","['Red Wolf', 'DeStRoYeR', 'Mumu', 'Searph', 'Lieu', 'WyCloud']","['16', '10']",Mirage,Daddyskins Asia Super League,11121
5-1-18,"['ViCi', 'Freeman', 'HZ', 'zhokiNg', 'Savage', 'advent']","['Red Wolf', 'Lieu', 'Searph', 'Mumu', 'WyCloud', 'DeStRoYeR']","['16', '8']",Inferno,Daddyskins Asia Super League,11121
5-1-18,"['Flash', 'Kaze', 'Summer', 'Attacker', 'Ayeon', 'LOVEYY']","['ex-T.O.T', 'Supreme', 'arteezy', 'gakki', 'Cate', 'Ar']","['16', '9']",Cache,Letou Invitational,11120
5-1-18,"['ViCi', 'zhokiNg', 'Freeman', 'HZ', 'Savage', 'advent']","['ex-T.O.T', 'Supreme', 'Ar', 'gakki', 'Cate', 'arteezy']","['16', '8']",Mirage,Letou Invitational,11119
5-1-18,"['ViCi', 'advent', 'Freeman', 'zhokiNg', 'HZ', 'Savage']","['ex-T.O.T', 'Supreme', 'Ar', 'Cate', 'arteezy', 'gakki']","['16', '10']",Cobblestone,Letou Invitational,11119
5-1-18,"['Chiefs', 'malta', 'aliStair', 'tucks', 'pecks', 'INS']","['AGO', 'GruBy', 'Furlan', 'snatchie', 'phr', 'TOAO']","['5', '16']",Train,ESEA Season 26 MDL Global Challenge,11118
5-1-18,"['Space Soldiers', 'ngiN', 'paz', 'XANTARES', 'MAJ3R', 'Calyx']","['Rise Nation', 'Jonji', 'Ace', 'moose', 'dazzLe', 'vSa']","['16', '7']",Mirage,ESEA Season 26 MDL Global Challenge,11117
5-1-18,"['ROG HOUNGOUNGAGNE', 'Dino', 'sea', 'kra!t', 'HOUNGOUNGAGNE', 'MIKE']","['ROG nooky', 'nooky', 'Sickz', 'aNtrex', 'Max', 'omeganer']","['6', '16']",Train,ASUS ROG JTR Community Challenge Grand Finals 2018 ,11116
5-1-18,"['ROG HOUNGOUNGAGNE', 'MIKE', 'Dino', 'kra!t', 'HOUNGOUNGAGNE', 'sea']","['ROG nooky', 'Max', 'nooky', 'Sickz', 'aNtrex', 'omeganer']","['21', '25']",Cache,ASUS ROG JTR Community Challenge Grand Finals 2018 ,11116
5-1-18,"['Ghost Academy', 'MAKKA', 'Douglas', 'Oderus', 'neptune', 'ShoT_UP']","['SoaR', 'Snakes', 'Voltage', 'Grim', 'xCeeD', 'mCe']","['24', '28']",Mirage,ESEA Season 26 MDL Global Challenge,11115
5-1-18,"['GX', 'AZK', 'swag', 'dapr', 'witmer', 'Pollo']","['eXtatus', 'MonttY', 'frozen', 'queztone', 'ZEDKO', 'DEV7L']","['16', '11']",Cache,ESEA Season 26 MDL Global Challenge,11114
5-1-18,"['ROG IzakOOO', 'soren', 'lys', 'nawrot', 'Killkapi', 'izak']","['ROG strike', 'redhide', 'strike', 'SP1NT', 'well', 'spat1ch']","['16', '9']",Train,ASUS ROG JTR Community Challenge Grand Finals 2018 ,11113
5-1-18,"['ROG IzakOOO', 'soren', 'nawrot', 'lys', 'Killkapi', 'izak']","['ROG strike', 'SP1NT', 'spat1ch', 'redhide', 'strike', 'well']","['19', '17']",Mirage,ASUS ROG JTR Community Challenge Grand Finals 2018 ,11113
5-1-18,"['AGO', 'GruBy', 'Furlan', 'snatchie', 'phr', 'TOAO']","['Space Soldiers', 'XANTARES', 'Calyx', 'paz', 'MAJ3R', 'ngiN']","['11', '16']",Cobblestone,ESEA Season 26 MDL Global Challenge,11112
5-1-18,"['SoaR', 'Snakes', 'xCeeD', 'Grim', 'Voltage', 'mCe']","['eXtatus', 'MonttY', 'frozen', 'ZEDKO', 'queztone', 'DEV7L']","['9', '16']",Train,ESEA Season 26 MDL Global Challenge,11111
6-1-18,"['Chiefs', 'aliStair', 'pecks', 'INS', 'malta', 'tucks']","['Rise Nation', 'Jonji', 'vSa', 'dazzLe', 'moose', 'Ace']","['19', '17']",Overpass,ESEA Season 26 MDL Global Challenge,11110
6-1-18,"['Ghost Academy', 'neptune', 'MAKKA', 'ShoT_UP', 'Douglas', 'Oderus']","['GX', 'dapr', 'witmer', 'Pollo', 'swag', 'AZK']","['13', '16']",Mirage,ESEA Season 26 MDL Global Challenge,11109
6-1-18,"['ROAR', 'fed9', 'hyperhf', 'Fury7', 'Ethan', 'creed']","['Red Wolf', 'Lieu', 'Mumu', 'WyCloud', 'Searph', 'DeStRoYeR']","['8', '16']",Cache,Daddyskins Asia Super League,11108
6-1-18,"['ROAR', 'fed9', 'hyperhf', 'creed', 'Fury7', 'Ethan']","['Red Wolf', 'DeStRoYeR', 'Searph', 'WyCloud', 'Lieu', 'Mumu']","['5', '16']",Mirage,Daddyskins Asia Super League,11108
6-1-18,"['MVP PK', 'glow', 'HSK', 'XigN', 'solo', 'zeff']","['ViCi', 'zhokiNg', 'HZ', 'Freeman', 'Savage', 'advent']","['12', '16']",Overpass,Daddyskins Asia Super League,11107
6-1-18,"['MVP PK', 'XigN', 'glow', 'solo', 'HSK', 'zeff']","['ViCi', 'Freeman', 'zhokiNg', 'HZ', 'Savage', 'advent']","['6', '16']",Inferno,Daddyskins Asia Super League,11107
6-1-18,"['MVP PK', 'HSK', 'zeff', 'XigN', 'solo', 'glow']","['ViCi', 'Freeman', 'HZ', 'zhokiNg', 'Savage', 'advent']","['9', '16']",Train,Daddyskins Asia Super League,11107
6-1-18,"['ViCi', 'Freeman', 'Savage', 'HZ', 'zhokiNg', 'advent']","['New4', 'xiaosaGe', 'gas', 'Drea3er', 'Jewelry', '0i']","['9', '16']",Inferno,Letou Invitational,11106
6-1-18,"['ViCi', 'Freeman', 'zhokiNg', 'advent', 'Savage', 'HZ']","['New4', 'Drea3er', 'xiaosaGe', 'Jewelry', 'gas', '0i']","['13', '16']",Mirage,Letou Invitational,11106
6-1-18,"['ViCi', 'HZ', 'zhokiNg', 'Freeman', 'Savage', 'advent']","['New4', 'xiaosaGe', '0i', 'Drea3er', 'gas', 'Jewelry']","['13', '16']",Train,Letou Invitational,11106
6-1-18,"['Space Soldiers', 'Calyx', 'MAJ3R', 'ngiN', 'XANTARES', 'paz']","['Chiefs', 'INS', 'aliStair', 'malta', 'tucks', 'pecks']","['9', '16']",Cobblestone,ESEA Season 26 MDL Global Challenge,11105
6-1-18,"['ROG friberg', 'friberg', 'GAME', 'WolfY', 'hAmsi', 'Soak']","['ROG Pimp', 'notaN', 'Nico', 'Pimp', 'Funzie', 'Nille']","['16', '5']",Train,ASUS ROG JTR Community Challenge Grand Finals 2018 ,11104
6-1-18,"['ROG friberg', 'GAME', 'friberg', 'WolfY', 'hAmsi', 'Soak']","['ROG Pimp', 'Pimp', 'Nico', 'Nille', 'notaN', 'Funzie']","['14', '16']",Overpass,ASUS ROG JTR Community Challenge Grand Finals 2018 ,11104
6-1-18,"['SoaR', 'xCeeD', 'Snakes', 'Voltage', 'mCe', 'Grim']","['Ghost Academy', 'neptune', 'Oderus', 'MAKKA', 'Douglas', 'ShoT_UP']","['19', '22']",Inferno,ESEA Season 26 MDL Global Challenge,11103
6-1-18,"['eXtatus', 'frozen', 'ZEDKO', 'MonttY', 'DEV7L', 'queztone']","['Space Soldiers', 'Calyx', 'paz', 'ngiN', 'XANTARES', 'MAJ3R']","['16', '12']",Overpass,ESEA Season 26 MDL Global Challenge,11102
6-1-18,"['eXtatus', 'MonttY', 'queztone', 'frozen', 'ZEDKO', 'DEV7L']","['Space Soldiers', 'Calyx', 'XANTARES', 'MAJ3R', 'paz', 'ngiN']","['9', '16']",Mirage,ESEA Season 26 MDL Global Challenge,11102
6-1-18,"['eXtatus', 'frozen', 'MonttY', 'DEV7L', 'queztone', 'ZEDKO']","['Space Soldiers', 'XANTARES', 'paz', 'ngiN', 'MAJ3R', 'Calyx']","['16', '13']",Inferno,ESEA Season 26 MDL Global Challenge,11102
6-1-18,"['ROG HOUNGOUNGAGNE', 'HOUNGOUNGAGNE', 'kra!t', 'sea', 'MIKE', 'Dino']","['ROG IzakOOO', 'nawrot', 'izak', 'soren', 'lys', 'Killkapi']","['6', '16']",Train,ASUS ROG JTR Community Challenge Grand Finals 2018 ,11101
6-1-18,"['ROG HOUNGOUNGAGNE', 'MIKE', 'sea', 'kra!t', 'HOUNGOUNGAGNE', 'Dino']","['ROG IzakOOO', 'soren', 'lys', 'Killkapi', 'nawrot', 'izak']","['16', '13']",Mirage,ASUS ROG JTR Community Challenge Grand Finals 2018 ,11101
6-1-18,"['AGO', 'GruBy', 'Furlan', 'TOAO', 'snatchie', 'phr']","['Ghost Academy', 'Douglas', 'neptune', 'ShoT_UP', 'MAKKA', 'Oderus']","['16', '2']",Train,ESEA Season 26 MDL Global Challenge,11100
6-1-18,"['AGO', 'snatchie', 'GruBy', 'Furlan', 'phr', 'TOAO']","['Ghost Academy', 'Douglas', 'neptune', 'ShoT_UP', 'MAKKA', 'Oderus']","['5', '16']",Overpass,ESEA Season 26 MDL Global Challenge,11100
7-1-18,"['Legacy', 'prakM', 'dizzyLife', 'wizard', 'ap0c', 'mattcd']","['Zer0 Expectations', 'willyKS', 'oliff', 'majestic', 'apocdud', 'toM']","['11', '16']",Mirage,IEM Katowice 2018 Oceania Open Qualifier #1,11099
7-1-18,"['Masterminds', 'Straxx', 'Nighthawk', 'SkulL', 'Jinxx', 'sibe']","['Athletico', 'NikkeZ', 'Sync', 'flickz', 'InfrequeNt', 'MoeycQ']","['16', '7']",Cobblestone,IEM Katowice 2018 Oceania Open Qualifier #1,11098
7-1-18,"['Legacy', 'ap0c', 'mattcd', 'dizzyLife', 'wizard', 'prakM']","['Athletico', 'flickz', 'MoeycQ', 'NikkeZ', 'InfrequeNt', 'Sync']","['16', '19']",Cache,IEM Katowice 2018 Oceania Open Qualifier #1,11097
7-1-18,"['Legacy', 'ap0c', 'prakM', 'dizzyLife', 'mattcd', 'wizard']","['Athletico', 'flickz', 'InfrequeNt', 'NikkeZ', 'Sync', 'MoeycQ']","['12', '16']",Inferno,IEM Katowice 2018 Oceania Open Qualifier #1,11097
7-1-18,"['MVP PK', 'HSK', 'XigN', 'glow', 'solo', 'zeff']","['XCN', 'scRiN', 'wnd', 'bali', 'kr0', 'blaZek1ng']","['16', '2']",Nuke,IEM Katowice 2018 Asia Open Qualifier #1,11096
7-1-18,"['Ardeont', 'SeokE', 'Lakia', 'stax', 'Jinx', 'xeta']","['Lucid Dream', 'JUSTCAUSE', 'Leaf', 'Niffy', 'HSK', 'Pooh']","['16', '12']",Overpass,IEM Katowice 2018 Asia Open Qualifier #1,11095
7-1-18,"['Space Soldiers', 'XANTARES', 'paz', 'ngiN', 'Calyx', 'MAJ3R']","['AGO', 'TOAO', 'Furlan', 'GruBy', 'snatchie', 'phr']","['22', '18']",Mirage,ESEA Season 26 MDL Global Challenge,11094
7-1-18,"['Space Soldiers', 'Calyx', 'XANTARES', 'paz', 'MAJ3R', 'ngiN']","['AGO', 'snatchie', 'phr', 'Furlan', 'TOAO', 'GruBy']","['12', '16']",Train,ESEA Season 26 MDL Global Challenge,11094
7-1-18,"['Swole Patrol', 'ryann', 'Zellsis', 'SileNt', 'freakazoid', 'Cooper']","['Blackwoodproductions', 'Siberia', 'opportunity', 'FrosT', 'NEX', 'LaffyTs']","['12', '16']",Mirage,Legend Series North America Finals,11093
7-1-18,"['Swole Patrol', 'SileNt', 'freakazoid', 'Zellsis', 'Cooper', 'ryann']","['Blackwoodproductions', 'LaffyTs', 'FrosT', 'opportunity', 'Siberia', 'NEX']","['16', '3']",Inferno,Legend Series North America Finals,11093
7-1-18,"['RONIN', 'RIKO', 'flowsicK', 'Xp3', 'mizoo', 'RZU']","['Etherian', 'oSee', 'Infinite', 'motm', 'Strings', 'Kwong']","['16', '6']",Inferno,Legend Series North America Finals,11092
7-1-18,"['RONIN', 'mizoo', 'RZU', 'RIKO', 'Xp3', 'flowsicK']","['Etherian', 'oSee', 'Infinite', 'motm', 'Strings', 'Kwong']","['6', '16']",Overpass,Legend Series North America Finals,11092
7-1-18,"['Space Soldiers', 'ngiN', 'XANTARES', 'paz', 'Calyx', 'MAJ3R']","['Natus Vincere', 'electronic', 'Edward', 's1mple', 'Zeus', 'flamie']","['10', '16']",Inferno,ESL Pro League Season 6 Europe Relegation,11091
7-1-18,"['Space Soldiers', 'MAJ3R', 'XANTARES', 'ngiN', 'Calyx', 'paz']","['Natus Vincere', 's1mple', 'Edward', 'flamie', 'Zeus', 'electronic']","['14', '16']",Mirage,ESL Pro League Season 6 Europe Relegation,11091
7-1-18,"['Space Soldiers', 'paz', 'MAJ3R', 'Calyx', 'XANTARES', 'ngiN']","['Natus Vincere', 's1mple', 'flamie', 'electronic', 'Zeus', 'Edward']","['16', '8']",Train,ESL Pro League Season 6 Europe Relegation,11091
7-1-18,"['ROG friberg', 'GAME', 'WolfY', 'friberg', 'Soak', 'hAmsi']","['ROG IzakOOO', 'Killkapi', 'soren', 'nawrot', 'izak', 'lys']","['13', '16']",Train,ASUS ROG JTR Community Challenge Grand Finals 2018 ,11090
7-1-18,"['ROG friberg', 'Soak', 'friberg', 'WolfY', 'hAmsi', 'GAME']","['ROG IzakOOO', 'soren', 'nawrot', 'izak', 'lys', 'Killkapi']","['19', '16']",Mirage,ASUS ROG JTR Community Challenge Grand Finals 2018 ,11090
7-1-18,"['ROG friberg', 'GAME', 'WolfY', 'hAmsi', 'Soak', 'friberg']","['ROG IzakOOO', 'lys', 'soren', 'Killkapi', 'nawrot', 'izak']","['5', '16']",Cache,ASUS ROG JTR Community Challenge Grand Finals 2018 ,11090
7-1-18,"['RONIN', 'RIKO', 'RZU', 'Xp3', 'mizoo', 'flowsicK']","['Blackwoodproductions', 'NEX', 'FrosT', 'Siberia', 'opportunity', 'LaffyTs']","['22', '18']",Mirage,Legend Series North America Finals,11089
7-1-18,"['Etherian', 'motm', 'oSee', 'Infinite', 'Strings', 'Kwong']","['Swole Patrol', 'Cooper', 'ryann', 'freakazoid', 'SileNt', 'Zellsis']","['16', '6']",Mirage,Legend Series North America Finals,11088
7-1-18,"['Etherian', 'Infinite', 'motm', 'oSee', 'Kwong', 'Strings']","['Swole Patrol', 'Cooper', 'freakazoid', 'SileNt', 'Zellsis', 'ryann']","['16', '9']",Train,Legend Series North America Finals,11088
8-1-18,"['Ghost', 'WARDELL', 'CONNOR93', 'seb', 'Dallas', 'bee']","['Rise Nation', 'dazzLe', 'moose', 'vSa', 'Ace', 'Jonji']","['16', '13']",Nuke,ESL Pro League Season 6 North America Relegation,11087
8-1-18,"['Ghost', 'WARDELL', 'seb', 'bee', 'Dallas', 'CONNOR93']","['Rise Nation', 'Jonji', 'Ace', 'dazzLe', 'moose', 'vSa']","['16', '14']",Train,ESL Pro League Season 6 North America Relegation,11087
8-1-18,"['Ghost', 'WARDELL', 'seb', 'Dallas', 'bee', 'CONNOR93']","['Rise Nation', 'dazzLe', 'Ace', 'vSa', 'Jonji', 'moose']","['6', '16']",Mirage,ESL Pro League Season 6 North America Relegation,11087
8-1-18,"['Blackwoodproductions', 'opportunity', 'NEX', 'LaffyTs', 'Siberia', 'FrosT']","['Etherian', 'Infinite', 'Kwong', 'Strings', 'motm', 'oSee']","['16', '7']",Cache,Legend Series North America Finals,11086
8-1-18,"['GX', 'Pollo', 'swag', 'AZK', 'witmer', 'dapr']","['Rogue', 'Hiko', 'Uber', 'cadiaN', 'vice', 'shinobi']","['16', '6']",Inferno,ESL Pro League Season 6 North America Relegation,11085
8-1-18,"['GX', 'Pollo', 'swag', 'dapr', 'witmer', 'AZK']","['Rogue', 'vice', 'cadiaN', 'Uber', 'shinobi', 'Hiko']","['9', '16']",Mirage,ESL Pro League Season 6 North America Relegation,11085
8-1-18,"['Swole Patrol', 'Cooper', 'freakazoid', 'Zellsis', 'ryann', 'SileNt']","['Etherian', 'oSee', 'Strings', 'Infinite', 'motm', 'Kwong']","['8', '16']",Overpass,Legend Series North America Finals,11084
8-1-18,"['Swole Patrol', 'Zellsis', 'freakazoid', 'SileNt', 'ryann', 'Cooper']","['Etherian', 'Infinite', 'motm', 'Strings', 'Kwong', 'oSee']","['16', '6']",Inferno,Legend Series North America Finals,11084
8-1-18,"['Swole Patrol', 'Zellsis', 'ryann', 'SileNt', 'freakazoid', 'Cooper']","['Etherian', 'oSee', 'motm', 'Infinite', 'Strings', 'Kwong']","['11', '16']",Mirage,Legend Series North America Finals,11084
8-1-18,"['Swole Patrol', 'ryann', 'Cooper', 'freakazoid', 'Zellsis', 'SileNt']","['Etherian', 'motm', 'Infinite', 'Kwong', 'oSee', 'Strings']","['16', '14']",Train,Legend Series North America Finals,11084
8-1-18,"['MVP PK', 'zeff', 'XigN', 'glow', 'HSK', 'solo']","['Ardeont', 'stax', 'Jinx', 'xeta', 'SeokE', 'Lakia']","['2', '16']",Inferno,IEM Katowice 2018 Asia Open Qualifier #1,11083
8-1-18,"['MVP PK', 'zeff', 'solo', 'glow', 'XigN', 'HSK']","['Ardeont', 'stax', 'xeta', 'Jinx', 'Lakia', 'SeokE']","['12', '16']",Nuke,IEM Katowice 2018 Asia Open Qualifier #1,11083
8-1-18,"['ViCi', 'zhokiNg', 'Savage', 'Freeman', 'HZ', 'advent']","['Red Wolf', 'Searph', 'DeStRoYeR', 'Mumu', 'WyCloud', 'Lieu']","['16', '2']",Inferno,Daddyskins Asia Super League,11082
8-1-18,"['ViCi', 'HZ', 'Freeman', 'zhokiNg', 'advent', 'Savage']","['Red Wolf', 'DeStRoYeR', 'Searph', 'Lieu', 'Mumu', 'WyCloud']","['10', '16']",Mirage,Daddyskins Asia Super League,11082
8-1-18,"['ViCi', 'zhokiNg', 'Freeman', 'advent', 'HZ', 'Savage']","['Red Wolf', 'Searph', 'DeStRoYeR', 'WyCloud', 'Mumu', 'Lieu']","['19', '16']",Train,Daddyskins Asia Super League,11082
8-1-18,"['MVP PK', 'solo', 'XigN', 'glow', 'zeff', 'HSK']","['ViCi', 'zhokiNg', 'HZ', 'advent', 'Freeman', 'Savage']","['16', '10']",Inferno,Daddyskins Asia Super League,11081
8-1-18,"['MVP PK', 'HSK', 'XigN', 'glow', 'zeff', 'solo']","['ViCi', 'Freeman', 'zhokiNg', 'Savage', 'HZ', 'advent']","['16', '11']",Mirage,Daddyskins Asia Super League,11081
8-1-18,"['Rise Nation', 'dazzLe', 'Ace', 'vSa', 'moose', 'Jonji']","['GX', 'dapr', 'AZK', 'swag', 'witmer', 'Pollo']","['16', '14']",Inferno,ESL Pro League Season 6 North America Relegation,11080
8-1-18,"['Rise Nation', 'dazzLe', 'moose', 'Ace', 'Jonji', 'vSa']","['GX', 'swag', 'Pollo', 'AZK', 'witmer', 'dapr']","['10', '16']",Mirage,ESL Pro League Season 6 North America Relegation,11080
8-1-18,"['LANg0ds', 'k0mplex', 's1ck', 'MKN', 'MistFire', 'ZER']","['ALTERNATE aTTaX', 'syrsoN', 'stfN', 'HUNDEN', 'ecfN', 'tiziaN']","['11', '16']",Overpass,DaddySkins Western League,11079
8-1-18,"['ALTERNATE aTTaX', 'tiziaN', 'syrsoN', 'ecfN', 'stfN', 'HUNDEN']","['LANg0ds', 'MistFire', 'k0mplex', 'ZER', 's1ck', 'MKN']","['16', '7']",Inferno,DaddySkins Western League,11078
8-1-18,"['Rogue', 'cadiaN', 'Uber', 'vice', 'Hiko', 'shinobi']","['Ghost', 'WARDELL', 'bee', 'seb', 'Dallas', 'CONNOR93']","['11', '16']",Cobblestone,ESL Pro League Season 6 North America Relegation,11077
8-1-18,"['Rogue', 'cadiaN', 'Hiko', 'shinobi', 'vice', 'Uber']","['Ghost', 'WARDELL', 'Dallas', 'seb', 'bee', 'CONNOR93']","['16', '7']",Overpass,ESL Pro League Season 6 North America Relegation,11077
8-1-18,"['Rise Nation', 'moose', 'Ace', 'dazzLe', 'vSa', 'Jonji']","['Rogue', 'Hiko', 'cadiaN', 'Uber', 'shinobi', 'vice']","['19', '17']",Inferno,ESL Pro League Season 6 North America Relegation,11076
8-1-18,"['Rise Nation', 'moose', 'Ace', 'dazzLe', 'vSa', 'Jonji']","['Rogue', 'vice', 'Uber', 'shinobi', 'Hiko', 'cadiaN']","['12', '16']",Mirage,ESL Pro League Season 6 North America Relegation,11076
9-1-18,"['Red Reserve', 'Bååten', 'FREDDyFROG', 'PlesseN', 'djL', 'Relaxa']","['Tricked', 'Inzta', 'Ryxxo', 'Lukki', 'Console', 'snedker']","['16', '4']",Cobblestone,DaddySkins Western League,11075
9-1-18,"['Red Reserve', 'Relaxa', 'FREDDyFROG', 'PlesseN', 'djL', 'Bååten']","['Tricked', 'Inzta', 'Console', 'Lukki', 'snedker', 'Ryxxo']","['16', '13']",Overpass,DaddySkins Western League,11075
9-1-18,"['ALTERNATE aTTaX', 'ecfN', 'syrsoN', 'stfN', 'HUNDEN', 'tiziaN']","['North Academy', 'acoR', 'b0RUP', 'sycrone', 'gade', 'mertz']","['11', '16']",Train,DaddySkins Western League,11074
9-1-18,"['ALTERNATE aTTaX', 'stfN', 'syrsoN', 'ecfN', 'tiziaN', 'HUNDEN']","['North Academy', 'gade', 'sycrone', 'mertz', 'b0RUP', 'acoR']","['2', '16']",Inferno,DaddySkins Western League,11074
9-1-18,"['ALTERNATE aTTaX', 'stfN', 'tiziaN', 'syrsoN', 'HUNDEN', 'ecfN']","['North Academy', 'gade', 'mertz', 'b0RUP', 'acoR', 'sycrone']","['9', '16']",Overpass,DaddySkins Western League,11074
10-1-18,"['Movistar Riders', 'dragunov', 'meisoN', 'mopoz', 'donQ', 'alex']","['Reason', 'TeSeS', 'Basso', 'larsen', 'KS', 'haste']","['19', '17']",Train,DaddySkins Western League,11073
10-1-18,"['Movistar Riders', 'alex', 'dragunov', 'donQ', 'meisoN', 'mopoz']","['Reason', 'larsen', 'haste', 'TeSeS', 'Basso', 'KS']","['19', '16']",Overpass,DaddySkins Western League,11073
10-1-18,"['Movistar Riders', 'dragunov', 'meisoN', 'mopoz', 'alex', 'donQ']","['Reason', 'TeSeS', 'larsen', 'haste', 'Basso', 'KS']","['16', '7']",Cache,DaddySkins Western League,11073
10-1-18,"['aAa', 'ZywOo', 'waneG', 'wallax', 'MetaL', 'nonick']","['Singularity', 'HugoXD', 'RuStY', 'Sayf', 'BENDJI', 'BARBARR']","['6', '16']",Inferno,DaddySkins Western League,11072
10-1-18,"['aAa', 'ZywOo', 'MetaL', 'waneG', 'nonick', 'wallax']","['Singularity', 'BARBARR', 'Sayf', 'RuStY', 'HugoXD', 'BENDJI']","['19', '16']",Train,DaddySkins Western League,11072
11-1-18,"['Fire Dragoon', 'acAp', 'd4v41', 'YooNgHwe1', 'aimaNNN', 'Click-']","['MVP PK', 'solo', 'HSK', 'XigN', 'glow', 'zeff']","['7', '16']",Train,WESG 2017 Asia-Pacific Regional Finals,11071
11-1-18,"['New4', 'Drea3er', 'xiaosaGe', '0i', 'gas', 'Jewelry']","['Control', 'Bryaz', 'minnii', '1ukey', 'void', 'Frasbr']","['16', '11']",Cache,WESG 2017 Asia-Pacific Regional Finals,11070
11-1-18,"['LEOPARD', 'x1ron', 'mRmN', 'RaSHNeSS', 'FaRsh1d', 'Poor it up']","['Wolfhound', 'moSHniJJ', 'stOrm', 'PokeMon', 'FroZ', 'Ches']","['1', '16']",Mirage,WESG 2017 Asia-Pacific Regional Finals,11069
