Date,Team1,Team2,Score,Map,Event,Series
3-1-20,"['Ambush', 'larsen', 'BERRY', 'doktizh', 'ckay', 'raalz']","['Brute', 'Crazyy', 'daxen', 'AJTT', 'capseN', 'MAXX.']","['16', '13']",Dust2,GG.BET Winter Cup	,7125
3-1-20,"['Ambush', 'ckay', 'BERRY', 'raalz', 'doktizh', 'larsen']","['Brute', 'AJTT', 'Crazyy', 'MAXX.', 'daxen', 'capseN']","['16', '12']",Inferno,GG.BET Winter Cup	,7125
3-1-20,"['Ambush', 'ckay', 'larsen', 'BERRY', 'raalz', 'doktizh']","['Brute', 'Crazyy', 'daxen', 'AJTT', 'MAXX.', 'capseN']","['16', '9']",Mirage,GG.BET Winter Cup	,7125
4-1-20,"['FATE', 'niki1', 'mar', 'Duplicate', 'doublemagic', 'KalubeR']","['SKADE', 'Rainwaker', 'Rock1nG', 'dennyslaw', 'SPELLAN', 'rafftu']","['13', '16']",Inferno,GG.BET Winter Cup	,7124
4-1-20,"['FATE', 'mar', 'niki1', 'KalubeR', 'Duplicate', 'doublemagic']","['SKADE', 'Rainwaker', 'rafftu', 'dennyslaw', 'Rock1nG', 'SPELLAN']","['12', '16']",Overpass,GG.BET Winter Cup	,7124
4-1-20,"['FATE', 'Duplicate', 'mar', 'KalubeR', 'niki1', 'doublemagic']","['SKADE', 'Rock1nG', 'SPELLAN', 'dennyslaw', 'rafftu', 'Rainwaker']","['16', '11']",Train,GG.BET Winter Cup	,7124
4-1-20,"['Phoenix', 'CRUC1AL', 'Thomas', 'robiin', 'MiGHTYMAX', 'Surreal']","['Brute', 'capseN', 'MAXX.', 'AJTT', 'Crazyy', 'daxen']","['10', '16']",Dust2,GG.BET Winter Cup	,7123
4-1-20,"['Phoenix', 'CRUC1AL', 'Thomas', 'robiin', 'Surreal', 'MiGHTYMAX']","['Brute', 'daxen', 'Crazyy', 'MAXX.', 'AJTT', 'capseN']","['16', '8']",Mirage,GG.BET Winter Cup	,7123
4-1-20,"['Heroic', 'stavn', 'cadiaN', 'Snappi', 'b0RUP', 'es3tag']","['SKADE', 'Rock1nG', 'Rainwaker', 'rafftu', 'dennyslaw', 'SPELLAN']","['13', '16']",Inferno,GG.BET Winter Cup	,7122
4-1-20,"['Heroic', 'Snappi', 'stavn', 'cadiaN', 'b0RUP', 'es3tag']","['SKADE', 'numb', 'dennyslaw', 'Rock1nG', 'SPELLAN', 'rafftu']","['16', '7']",Nuke,GG.BET Winter Cup	,7122
4-1-20,"['Rugratz', 'leaf', 'Hunter', 'zander', 'penny', 'tyfoon']","['Big Frames', 'mada', 'Welshy', 'nero', 'bite', 'devastation']","['4', '16']",Nuke,Mythic Cup 5,7121
4-1-20,"['Rugratz', 'tyfoon', 'zander', 'Hunter', 'penny', 'leaf']","['Big Frames', 'mada', 'nero', 'Welshy', 'bite', 'devastation']","['16', '7']",Mirage,Mythic Cup 5,7121
4-1-20,"['eUnited', 'food', 'moose', 'Cooper', 'MarKE', 'freakazoid']","['RBG', 'pwny', 'Makzwell', 'gmanchew', 'HexT', 'Walco']","['16', '3']",Overpass,Mythic Cup 5,7120
4-1-20,"['eUnited', 'MarKE', 'food', 'Cooper', 'moose', 'freakazoid']","['RBG', 'gmanchew', 'Walco', 'HexT', 'pwny', 'Makzwell']","['4', '16']",Train,Mythic Cup 5,7120
4-1-20,"['Divine', 'cynic', 'stellar', 'curry', 'riku', 'thief']","['OCG', 'miLLe', 'KOLER', 'J0LZ', 'Melio', 'tENSKI']","['16', '9']",Dust2,Mythic Cup 5,7119
4-1-20,"['Divine', 'curry', 'cynic', 'thief', 'riku', 'stellar']","['OCG', 'Melio', 'tENSKI', 'J0LZ', 'KOLER', 'miLLe']","['8', '16']",Train,Mythic Cup 5,7119
4-1-20,"['New England Whalers', 'djay', 'NiSMO', 'Fiziq', 'PwnAlone', 'bew']","['Just For Fun', 'Subroza', 'Stewie2K', 'vanity', 'WARDELL', 'c4Lypso']","['12', '16']",Inferno,Mythic Cup 5,7118
4-1-20,"['New England Whalers', 'NiSMO', 'PwnAlone', 'Fiziq', 'djay', 'bew']","['Just For Fun', 'vanity', 'Stewie2K', 'WARDELL', 'c4Lypso', 'Subroza']","['5', '16']",Mirage,Mythic Cup 5,7118
4-1-20,"['Monstars', 'Swisher', 'reck', 'RIKO', 'tex', 'witmer']","['ex-iNTACT', 'opportunity', 'retrQ', 'nosraC', 'AAustiN', 'Reality']","['14', '16']",Mirage,Mythic Cup 5,7117
4-1-20,"['Monstars', 'Swisher', 'tex', 'reck', 'RIKO', 'witmer']","['ex-iNTACT', 'AAustiN', 'nosraC', 'Reality', 'opportunity', 'retrQ']","['16', '10']",Inferno,Mythic Cup 5,7117
4-1-20,"['Singularity', 'dapr', 'dazzLe', 'Zellsis', 'seb', 'Relyks']","['Infinity', 'malbsMd', 'spamzzy1', 'cruzN', 'sam_A', 'Daveys']","['16', '3']",Overpass,Mythic Cup 5,7116
4-1-20,"['Singularity', 'Zellsis', 'Relyks', 'dapr', 'seb', 'dazzLe']","['Infinity', 'sam_A', 'malbsMd', 'Daveys', 'cruzN', 'spamzzy1']","['12', '16']",Mirage,Mythic Cup 5,7116
4-1-20,"['LiViD', 'gMd', 'huynh', 'INCRED', 'MkaeL', 'effys']","['Recon 5', 'Asuna', 'contii', 'Kanpeki', 'castro', 'freshie']","['13', '16']",Mirage,Mythic Cup 5,7115
4-1-20,"['LiViD', 'gMd', 'huynh', 'INCRED', 'effys', 'MkaeL']","['Recon 5', 'contii', 'castro', 'Asuna', 'freshie', 'Kanpeki']","['11', '16']",Nuke,Mythic Cup 5,7115
4-1-20,"['LiViD', 'INCRED', 'huynh', 'MkaeL', 'effys', 'gMd']","['Recon 5', 'freshie', 'Asuna', 'contii', 'castro', 'Kanpeki']","['16', '7']",Inferno,Mythic Cup 5,7115
4-1-20,"['Bushido Boyz', 'droid', 'sterling', 'JonahP', 'shonk', 'FrostayK']","['Rap Gang', 'RZU', 'Bwills', 'TenZ', 'FaNg', 'shinobi']","['14', '16']",Inferno,Mythic Cup 5,7114
4-1-20,"['Bushido Boyz', 'sterling', 'shonk', 'JonahP', 'droid', 'FrostayK']","['Rap Gang', 'TenZ', 'FaNg', 'Bwills', 'shinobi', 'RZU']","['16', '4']",Mirage,Mythic Cup 5,7114
4-1-20,"['Bushido Boyz', 'shonk', 'FrostayK', 'droid', 'sterling', 'JonahP']","['Rap Gang', 'Bwills', 'shinobi', 'TenZ', 'RZU', 'FaNg']","['16', '13']",Overpass,Mythic Cup 5,7114
5-1-20,"['Rugratz', 'tyfoon', 'Hunter', 'penny', 'zander', 'leaf']","['Monstars', 'Swisher', 'reck', 'RIKO', 'tex', 'witmer']","['16', '3']",Mirage,Mythic Cup 5,7113
5-1-20,"['Rugratz', 'zander', 'penny', 'leaf', 'Hunter', 'tyfoon']","['Monstars', 'tex', 'reck', 'witmer', 'Swisher', 'RIKO']","['9', '16']",Nuke,Mythic Cup 5,7113
5-1-20,"['Divine', 'stellar', 'curry', 'thief', 'cynic', 'riku']","['Just For Fun', 'WARDELL', 'Subroza', 'Stewie2K', 'vanity', 'c4Lypso']","['10', '16']",Inferno,Mythic Cup 5,7112
5-1-20,"['Divine', 'cynic', 'curry', 'thief', 'stellar', 'riku']","['Just For Fun', 'WARDELL', 'Stewie2K', 'c4Lypso', 'Subroza', 'vanity']","['16', '8']",Overpass,Mythic Cup 5,7112
5-1-20,"['Divine', 'curry', 'riku', 'stellar', 'cynic', 'thief']","['Just For Fun', 'Subroza', 'WARDELL', 'c4Lypso', 'Stewie2K', 'vanity']","['9', '16']",Mirage,Mythic Cup 5,7112
5-1-20,"['Singularity', 'seb', 'Relyks', 'dazzLe', 'dapr', 'Zellsis']","['LiViD', 'INCRED', 'gMd', 'MkaeL', 'effys', 'huynh']","['19', '16']",Train,Mythic Cup 5,7111
5-1-20,"['Singularity', 'Zellsis', 'seb', 'dapr', 'dazzLe', 'Relyks']","['LiViD', 'INCRED', 'gMd', 'huynh', 'MkaeL', 'effys']","['19', '15']",Nuke,Mythic Cup 5,7111
5-1-20,"['eUnited', 'food', 'moose', 'freakazoid', 'MarKE', 'Cooper']","['Rap Gang', 'RZU', 'Bwills', 'TenZ', 'FaNg', 'shinobi']","['16', '12']",Overpass,Mythic Cup 5,7110
5-1-20,"['eUnited', 'food', 'Cooper', 'MarKE', 'moose', 'freakazoid']","['Rap Gang', 'TenZ', 'FaNg', 'RZU', 'Bwills', 'shinobi']","['22', '20']",Mirage,Mythic Cup 5,7110
5-1-20,"['Gambit Youngsters', 'sh1ro', 'nafany', 'supra', 'interz', 'Ax1Le']","['Phoenix', 'Surreal', 'Thomas', 'MiGHTYMAX', 'robiin', 'CRUC1AL']","['16', '11']",Overpass,GG.BET Winter Cup	,7109
5-1-20,"['Gambit Youngsters', 'Ax1Le', 'interz', 'sh1ro', 'nafany', 'supra']","['Phoenix', 'robiin', 'CRUC1AL', 'Surreal', 'MiGHTYMAX', 'Thomas']","['10', '16']",Mirage,GG.BET Winter Cup	,7109
5-1-20,"['Heroic', 'Snappi', 'stavn', 'cadiaN', 'b0RUP', 'es3tag']","['Phoenix', 'CRUC1AL', 'Thomas', 'Surreal', 'MiGHTYMAX', 'robiin']","['8', '16']",Vertigo,GG.BET Winter Cup	,7108
5-1-20,"['Heroic', 'stavn', 'cadiaN', 'b0RUP', 'Snappi', 'es3tag']","['Phoenix', 'Surreal', 'CRUC1AL', 'Thomas', 'robiin', 'MiGHTYMAX']","['16', '5']",Mirage,GG.BET Winter Cup	,7108
5-1-20,"['Heroic', 'stavn', 'es3tag', 'Snappi', 'b0RUP', 'cadiaN']","['Phoenix', 'Thomas', 'CRUC1AL', 'MiGHTYMAX', 'robiin', 'Surreal']","['16', '10']",Overpass,GG.BET Winter Cup	,7108
5-1-20,"['Rugratz', 'tyfoon', 'penny', 'zander', 'Hunter', 'leaf']","['Singularity', 'dazzLe', 'Relyks', 'Zellsis', 'dapr', 'seb']","['16', '14']",Overpass,Mythic Cup 5,7107
5-1-20,"['Rugratz', 'leaf', 'Hunter', 'penny', 'zander', 'tyfoon']","['Singularity', 'Zellsis', 'dapr', 'Relyks', 'dazzLe', 'seb']","['19', '16']",Nuke,Mythic Cup 5,7107
5-1-20,"['Rugratz', 'tyfoon', 'zander', 'penny', 'leaf', 'Hunter']","['Singularity', 'seb', 'dazzLe', 'dapr', 'Relyks', 'Zellsis']","['16', '12']",Mirage,Mythic Cup 5,7107
5-1-20,"['Just For Fun', 'WARDELL', 'Subroza', 'vanity', 'c4Lypso', 'Stewie2K']","['eUnited', 'moose', 'MarKE', 'Cooper', 'freakazoid', 'food']","['11', '16']",Nuke,Mythic Cup 5,7106
5-1-20,"['Just For Fun', 'WARDELL', 'vanity', 'c4Lypso', 'Subroza', 'Stewie2K']","['eUnited', 'moose', 'freakazoid', 'food', 'MarKE', 'Cooper']","['10', '16']",Mirage,Mythic Cup 5,7106
5-1-20,"['Just For Fun', 'Subroza', 'Stewie2K', 'WARDELL', 'c4Lypso', 'vanity']","['eUnited', 'MarKE', 'moose', 'Cooper', 'food', 'freakazoid']","['16', '9']",Dust2,Mythic Cup 5,7106
6-1-20,"['Just For Fun', 'Stewie2K', 'Subroza', 'c4Lypso', 'WARDELL', 'vanity']","['Rugratz', 'leaf', 'penny', 'tyfoon', 'zander', 'Hunter']","['5', '16']",Mirage,Mythic Cup 5,7105
6-1-20,"['Just For Fun', 'Subroza', 'Stewie2K', 'c4Lypso', 'WARDELL', 'vanity']","['Rugratz', 'Hunter', 'penny', 'leaf', 'zander', 'tyfoon']","['16', '19']",Train,Mythic Cup 5,7105
7-1-20,"['ViCi', 'Kaze', 'JamYoung', 'aumaN', 'zhokiNg', 'advent']","['Alpha Red', 'MAIROLLS', 'Kntz', 'Olivia', 'foxz', 'stk']","['16', '3']",Overpass,IEM Katowice 2020 Asia Closed Qualifier,7104
7-1-20,"['TYLOO', 'BnTeT', 'Summer', 'somebody', 'Freeman', 'Attacker']","['Mazaalai', 'ncl', 'Machinegun', 'nin9', 'Tsogoo', 'shinobi']","['16', '9']",Mirage,IEM Katowice 2020 Asia Closed Qualifier,7103
7-1-20,"['Bren', 'witz', 'BORKUM', 'Papichulo', 'Pro.', 'Derek']","['R-Stars', 'bottle', 'Viva', 'xiaosaGe', 'HZ', 'shuadapai']","['19', '15']",Train,IEM Katowice 2020 Asia Closed Qualifier,7102
7-1-20,"['ViCi', 'zhokiNg', 'JamYoung', 'Kaze', 'aumaN', 'advent']","['Alpha Red', 'MAIROLLS', 'Olivia', 'Kntz', 'stk', 'foxz']","['10', '16']",Mirage,IEM Katowice 2020 Asia Closed Qualifier,7101
7-1-20,"['Bren', 'witz', 'BORKUM', 'Derek', 'Papichulo', 'Pro.']","['R-Stars', 'xiaosaGe', 'HZ', 'shuadapai', 'bottle', 'Viva']","['16', '7']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,7100
7-1-20,"['Bren', 'witz', 'Papichulo', 'BORKUM', 'Pro.', 'Derek']","['R-Stars', 'Viva', 'HZ', 'shuadapai', 'bottle', 'xiaosaGe']","['16', '10']",Dust2,IEM Katowice 2020 Asia Closed Qualifier,7100
7-1-20,"['TYLOO', 'BnTeT', 'Freeman', 'Summer', 'Attacker', 'somebody']","['Mazaalai', 'Tsogoo', 'nin9', 'Machinegun', 'shinobi', 'ncl']","['10', '16']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,7099
7-1-20,"['TYLOO', 'Summer', 'Attacker', 'BnTeT', 'somebody', 'Freeman']","['Mazaalai', 'nin9', 'shinobi', 'Tsogoo', 'ncl', 'Machinegun']","['16', '7']",Overpass,IEM Katowice 2020 Asia Closed Qualifier,7099
7-1-20,"['AUGUST', 'kabal', 'NEUZ', 'erkaSt', 'dobu', 'Zilkenberg']","['OneThree', 'captainMo', 'DD', 'Karsa', 'z8z', 'lan']","['16', '11']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,7098
7-1-20,"['AUGUST', 'kabal', 'erkaSt', 'Zilkenberg', 'NEUZ', 'dobu']","['OneThree', 'DD', 'lan', 'Karsa', 'z8z', 'captainMo']","['16', '8']",Nuke,IEM Katowice 2020 Asia Closed Qualifier,7098
7-1-20,"['AUGUST', 'NEUZ', 'kabal', 'Zilkenberg', 'dobu', 'erkaSt']","['OneThree', 'DD', 'Karsa', 'z8z', 'lan', 'captainMo']","['8', '16']",Dust2,IEM Katowice 2020 Asia Closed Qualifier,7098
7-1-20,"['Alpha Red', 'foxz', 'Kntz', 'MAIROLLS', 'stk', 'Olivia']","['OneThree', 'lan', 'DD', 'captainMo', 'Karsa', 'z8z']","['10', '16']",Mirage,IEM Katowice 2020 Asia Closed Qualifier,7097
7-1-20,"['Alpha Red', 'MAIROLLS', 'Olivia', 'foxz', 'stk', 'Kntz']","['OneThree', 'z8z', 'captainMo', 'DD', 'Karsa', 'lan']","['13', '16']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,7097
7-1-20,"['Alpha Red', 'Olivia', 'Kntz', 'MAIROLLS', 'foxz', 'stk']","['OneThree', 'Karsa', 'DD', 'lan', 'z8z', 'captainMo']","['14', '16']",Dust2,IEM Katowice 2020 Asia Closed Qualifier,7097
7-1-20,"['ViCi', 'JamYoung', 'zhokiNg', 'advent', 'Kaze', 'aumaN']","['AUGUST', 'erkaSt', 'Zilkenberg', 'NEUZ', 'kabal', 'dobu']","['16', '19']",Nuke,IEM Katowice 2020 Asia Closed Qualifier,7096
7-1-20,"['ViCi', 'JamYoung', 'zhokiNg', 'Kaze', 'advent', 'aumaN']","['AUGUST', 'erkaSt', 'kabal', 'dobu', 'Zilkenberg', 'NEUZ']","['9', '16']",Train,IEM Katowice 2020 Asia Closed Qualifier,7096
7-1-20,"['ViCi', 'Kaze', 'advent', 'JamYoung', 'zhokiNg', 'aumaN']","['AUGUST', 'kabal', 'Zilkenberg', 'dobu', 'NEUZ', 'erkaSt']","['10', '16']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,7096
7-1-20,"['R-Stars', 'Viva', 'bottle', 'HZ', 'xiaosaGe', 'shuadapai']","['Mazaalai', 'Machinegun', 'nin9', 'Tsogoo', 'shinobi', 'ncl']","['16', '8']",Dust2,IEM Katowice 2020 Asia Closed Qualifier,7095
7-1-20,"['R-Stars', 'Viva', 'xiaosaGe', 'HZ', 'bottle', 'shuadapai']","['Mazaalai', 'Tsogoo', 'nin9', 'Machinegun', 'shinobi', 'ncl']","['16', '7']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,7095
7-1-20,"['Bren', 'Papichulo', 'BORKUM', 'witz', 'Pro.', 'Derek']","['TYLOO', 'Summer', 'somebody', 'BnTeT', 'Freeman', 'Attacker']","['18', '22']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,7094
7-1-20,"['Bren', 'witz', 'Derek', 'Pro.', 'BORKUM', 'Papichulo']","['TYLOO', 'somebody', 'Attacker', 'Freeman', 'Summer', 'BnTeT']","['7', '16']",Mirage,IEM Katowice 2020 Asia Closed Qualifier,7094
7-1-20,"['Bren', 'BORKUM', 'Derek', 'Pro.', 'witz', 'Papichulo']","['TYLOO', 'BnTeT', 'Freeman', 'somebody', 'Attacker', 'Summer']","['11', '16']",Train,IEM Katowice 2020 Asia Closed Qualifier,7094
7-1-20,"['HAVU', 'hoody', 'ZOREE', 'doto', 'sLowi', 'sAw']","['ARCY', 'hades', 'rallen', 'TaZ', 'NEO', 'mouz']","['10', '16']",Train,SECTOR: MOSTBET,7093
7-1-20,"['HAVU', 'ZOREE', 'doto', 'sAw', 'sLowi', 'hoody']","['ARCY', 'mouz', 'rallen', 'TaZ', 'hades', 'NEO']","['16', '6']",Nuke,SECTOR: MOSTBET,7093
7-1-20,"['SKADE', 'rafftu', 'dennyslaw', 'Rainwaker', 'SPELLAN', 'Rock1nG']","['OG', 'mantuu', 'valde', 'NBK-', 'Aleksib', 'ISSAA']","['13', '16']",Train,IEM Katowice 2020 Europe Open Qualifier 2,7092
7-1-20,"['MAD Lions', 'roeJ', 'Bubzkji', 'sjuush', 'HUNDEN', 'acoR']","['Winstrike', 'Hobbit', 'bondik', 'n0rb3r7', 'El1an', 'Lack1']","['16', '13']",Train,IEM Katowice 2020 Europe Open Qualifier 2,7091
7-1-20,"['AGO', 'mhL', 'GruBy', 'Furlan', 'leman', 'Sidney']","['Sinners', 'NEOFRAG', 'ZEDKO', 'beastik', 'CaNNiE', 'SHOCK']","['13', '16']",Dust2,IEM Katowice 2020 Europe Open Qualifier 2,7090
7-1-20,"['Apeks', 'Marcelious', 'Grusarn', 'akez', 'truth', 'Radifaction']","['GamerLegion', 'freddieb', 'RuStY', 'dennis', 'hampus', 'draken']","['16', '12']",Mirage,IEM Katowice 2020 Europe Open Qualifier 2,7089
8-1-20,"['Gambit Youngsters', 'sh1ro', 'Ax1Le', 'nafany', 'interz', 'supra']","['SAW', 'JUST', 'stadodo', 'rmn', 'arki', 'MUTiRiS']","['6', '16']",Vertigo,IEM Katowice 2020 Europe Open Qualifier 2,7088
8-1-20,"['water gamers', 'mertz', 'Queenix', 'jabbi', 'Celrate', 'TOBIZ']","['Secret', 'sinnopsyy', 'rigoN', 'tudsoN', 'juanflatroo', 'anarkez']","['16', '4']",Mirage,IEM Katowice 2020 Europe Open Qualifier 2,7087
8-1-20,"['Cloud9', 'motm', 'JT', 'Sonic', 'floppy', 'oSee']","['Riot Squad', 'mitch', 'Jonji', 'ptr', 'FNS', 'crashies']","['16', '7']",Dust2,IEM Katowice 2020 North America Closed Qualifier,7086
8-1-20,"['Cloud9', 'Sonic', 'floppy', 'JT', 'oSee', 'motm']","['Riot Squad', 'ptr', 'Jonji', 'crashies', 'mitch', 'FNS']","['4', '16']",Overpass,IEM Katowice 2020 North America Closed Qualifier,7086
8-1-20,"['MIBR', 'kNgV-', 'fer', 'TACO', 'meyern', 'FalleN']","['INTZ', 'boltz', 'yel', 'xand', 'shz', 'chelo']","['16', '4']",Mirage,IEM Katowice 2020 North America Closed Qualifier,7085
8-1-20,"['MIBR', 'kNgV-', 'meyern', 'TACO', 'fer', 'FalleN']","['INTZ', 'chelo', 'shz', 'boltz', 'yel', 'xand']","['16', '8']",Train,IEM Katowice 2020 North America Closed Qualifier,7085
8-1-20,"['MIBR', 'kNgV-', 'TACO', 'FalleN', 'fer', 'meyern']","['INTZ', 'boltz', 'chelo', 'shz', 'xand', 'yel']","['16', '14']",Vertigo,IEM Katowice 2020 North America Closed Qualifier,7085
8-1-20,"['FURIA', 'LUCAS1', 'KSCERATO', 'yuurih', 'VINI', 'arT']","['Chaos', 'wippie', 'Shakezullah', 'cam', 'ben1337', 'steel']","['14', '16']",Train,IEM Katowice 2020 North America Closed Qualifier,7084
8-1-20,"['FURIA', 'yuurih', 'LUCAS1', 'VINI', 'arT', 'KSCERATO']","['Chaos', 'cam', 'wippie', 'steel', 'Shakezullah', 'ben1337']","['16', '14']",Mirage,IEM Katowice 2020 North America Closed Qualifier,7084
8-1-20,"['Complexity', 'poizon', 'k0nfig', 'RUSH', 'blameF', 'oBo']","['Gen.G', 's0m', 'daps', 'autimatic', 'koosta', 'SicK']","['16', '10']",Train,IEM Katowice 2020 North America Closed Qualifier,7083
8-1-20,"['Complexity', 'blameF', 'RUSH', 'k0nfig', 'poizon', 'oBo']","['Gen.G', 'autimatic', 'koosta', 'SicK', 's0m', 'daps']","['15', '19']",Mirage,IEM Katowice 2020 North America Closed Qualifier,7083
8-1-20,"['MELBET', 'starix', 'DavCost', 'TRAVIS', 'tonyblack', 'propleh']","['Hard Legion', 'Forester', 'rAge', 'kinqie', 'svyat', 'Krad']","['15', '19']",Overpass,IEM Katowice 2020 Europe Open Qualifier 2,7082
8-1-20,"['North', 'aizy', 'JUGi', 'Kjaerbye', 'cajunb', 'gade']","['Nemiga', 'boX', 'Jyo', 'lollipop21k', 'mds', 'speed4k']","['16', '12']",Mirage,IEM Katowice 2020 Europe Open Qualifier 2,7081
8-1-20,"['Gen.G', 'koosta', 'autimatic', 'daps', 's0m', 'SicK']","['FURIA', 'KSCERATO', 'LUCAS1', 'arT', 'yuurih', 'VINI']","['13', '16']",Train,IEM Katowice 2020 North America Closed Qualifier,7080
8-1-20,"['Gen.G', 'autimatic', 'daps', 'SicK', 'koosta', 's0m']","['FURIA', 'yuurih', 'LUCAS1', 'KSCERATO', 'arT', 'VINI']","['16', '9']",Inferno,IEM Katowice 2020 North America Closed Qualifier,7080
8-1-20,"['Cloud9', 'oSee', 'Sonic', 'JT', 'motm', 'floppy']","['INTZ', 'yel', 'boltz', 'chelo', 'shz', 'xand']","['16', '6']",Vertigo,IEM Katowice 2020 North America Closed Qualifier,7079
8-1-20,"['Cloud9', 'floppy', 'JT', 'Sonic', 'motm', 'oSee']","['INTZ', 'boltz', 'yel', 'shz', 'xand', 'chelo']","['7', '16']",Inferno,IEM Katowice 2020 North America Closed Qualifier,7079
8-1-20,"['Complexity', 'oBo', 'k0nfig', 'RUSH', 'poizon', 'blameF']","['Chaos', 'wippie', 'cam', 'ben1337', 'Shakezullah', 'steel']","['4', '16']",Dust2,IEM Katowice 2020 North America Closed Qualifier,7078
8-1-20,"['Complexity', 'oBo', 'blameF', 'RUSH', 'poizon', 'k0nfig']","['Chaos', 'Shakezullah', 'cam', 'wippie', 'steel', 'ben1337']","['11', '16']",Nuke,IEM Katowice 2020 North America Closed Qualifier,7078
8-1-20,"['Riot Squad', 'mitch', 'ptr', 'crashies', 'FNS', 'Jonji']","['MIBR', 'fer', 'kNgV-', 'FalleN', 'TACO', 'meyern']","['16', '12']",Inferno,IEM Katowice 2020 North America Closed Qualifier,7077
8-1-20,"['Riot Squad', 'crashies', 'ptr', 'mitch', 'Jonji', 'FNS']","['MIBR', 'kNgV-', 'fer', 'meyern', 'TACO', 'FalleN']","['16', '13']",Mirage,IEM Katowice 2020 North America Closed Qualifier,7077
8-1-20,"['Riot Squad', 'mitch', 'crashies', 'FNS', 'ptr', 'Jonji']","['MIBR', 'fer', 'kNgV-', 'TACO', 'meyern', 'FalleN']","['10', '16']",Train,IEM Katowice 2020 North America Closed Qualifier,7077
8-1-20,"['OneThree', 'DD', 'captainMo', 'lan', 'Karsa', 'z8z']","['TYLOO', 'Summer', 'Attacker', 'BnTeT', 'Freeman', 'somebody']","['16', '8']",Train,IEM Katowice 2020 Asia Closed Qualifier,7076
8-1-20,"['R-Stars', 'shuadapai', 'Viva', 'HZ', 'bottle', 'xiaosaGe']","['AUGUST', 'erkaSt', 'NEUZ', 'dobu', 'kabal', 'Zilkenberg']","['12', '16']",Dust2,IEM Katowice 2020 Asia Closed Qualifier,7075
8-1-20,"['ViCi', 'Kaze', 'zhokiNg', 'JamYoung', 'advent', 'aumaN']","['Bren', 'BORKUM', 'Papichulo', 'witz', 'Pro.', 'Derek']","['7', '16']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,7074
8-1-20,"['OneThree', 'DD', 'captainMo', 'Karsa', 'z8z', 'lan']","['TYLOO', 'BnTeT', 'Summer', 'somebody', 'Attacker', 'Freeman']","['12', '16']",Mirage,IEM Katowice 2020 Asia Closed Qualifier,7073
