Date,Teams,Score,Map,Event,Series
6-1-19,"['ROG HenryG', 'ROG HOUNGOUNGAGNE']","['16', '6']",Inferno,ASUS ROG JTR Community Challenge Grand Finals 2019,19448
6-1-19,"['ROG HenryG', 'ROG HOUNGOUNGAGNE']","['16', '13']",Mirage,ASUS ROG JTR Community Challenge Grand Finals 2019,19448
6-1-19,"['ROG IzakOOO', 'ROG ceh9']","['16', '4']",Nuke,ASUS ROG JTR Community Challenge Grand Finals 2019,19447
6-1-19,"['ROG IzakOOO', 'ROG ceh9']","['16', '5']",Overpass,ASUS ROG JTR Community Challenge Grand Finals 2019,19447
7-1-19,"['expert', 'AGO']","['6', '16']",Inferno,United Masters League,19446
7-1-19,"['AGO', 'expert']","['16', '13']",Train,United Masters League,19446
7-1-19,"['GUNRUNNERS', 'cats']","['8', '16']",Mirage,Pixel.bet Brawl: Nordic vs. Europe,19445
7-1-19,"['cats', 'GUNRUNNERS']","['12', '16']",Inferno,Pixel.bet Brawl: Nordic vs. Europe,19445
7-1-19,"['GUNRUNNERS', 'cats']","['11', '16']",Cache,Pixel.bet Brawl: Nordic vs. Europe,19445
7-1-19,"['ROG IzakOOO', 'ROG HenryG']","['16', '10']",Inferno,ASUS ROG JTR Community Challenge Grand Finals 2019,19444
7-1-19,"['ROG IzakOOO', 'ROG HenryG']","['16', '11']",Nuke,ASUS ROG JTR Community Challenge Grand Finals 2019,19444
7-1-19,"['HAVU', 'ALTERNATE aTTaX']","['4', '16']",Cache,United Masters League,19443
7-1-19,"['ALTERNATE aTTaX', 'HAVU']","['9', '16']",Train,United Masters League,19443
8-1-19,"['ViCi', 'Vega Squadron']","['16', '19']",Inferno,Hunt Wave League,19442
8-1-19,"['AGO', 'NeverPlay']","['16', '10']",Inferno,Hunt Wave League,19441
8-1-19,"['expert', '3DMAX']","['16', '10']",Inferno,United Masters League,19440
8-1-19,"['3DMAX', 'expert']","['16', '3']",Cache,United Masters League,19440
8-1-19,"['x-kom', 'Chaos']","['11', '16']",Inferno,Hunt Wave League,19439
8-1-19,"['Spirit', 'Bpro']","['16', '11']",Inferno,ESEA MDL Season 29 Europe Relegation,19438
8-1-19,"['Tricked', 'Izako Boars']","['6', '16']",Dust2,ESEA MDL Season 29 Europe Relegation,19437
8-1-19,"['Valiance', 'Arena Bulls']","['16', '3']",Inferno,ESEA MDL Season 29 Europe Relegation,19436
8-1-19,"['Arena Bulls', 'Valiance']","['5', '16']",Nuke,ESEA MDL Season 29 Europe Relegation,19436
8-1-19,"['EURONICS', 'unknown']","['19', '17']",Nuke,ESEA MDL Season 29 Europe Relegation,19435
8-1-19,"['PACT', 'forZe']","['7', '16']",Mirage,ESEA MDL Season 29 Europe Relegation,19434
8-1-19,"['forZe', 'PACT']","['16', '9']",Overpass,ESEA MDL Season 29 Europe Relegation,19434
8-1-19,"['Flow', 'Endpoint']","['11', '16']",Mirage,ESEA MDL Season 29 Europe Relegation,19433
8-1-19,"['Endpoint', 'Flow']","['10', '16']",Inferno,ESEA MDL Season 29 Europe Relegation,19433
8-1-19,"['Smoke Criminals', 'Vitality']","['14', '16']",Inferno,ESEA MDL Season 29 Europe Relegation,19432
8-1-19,"['Vitality', 'Smoke Criminals']","['16', '7']",Mirage,ESEA MDL Season 29 Europe Relegation,19432
8-1-19,"['Bpro', 'Spirit']","['10', '16']",Cache,ESEA MDL Season 29 Europe Relegation,19431
8-1-19,"['Endpoint', 'Flow']","['16', '12']",Dust2,ESEA MDL Season 29 Europe Relegation,19430
8-1-19,"['Izako Boars', 'Tricked']","['17', '19']",Train,ESEA MDL Season 29 Europe Relegation,19429
8-1-19,"['Tricked', 'Izako Boars']","['9', '16']",Cache,ESEA MDL Season 29 Europe Relegation,19429
8-1-19,"['unknown', 'EURONICS']","['22', '18']",Inferno,ESEA MDL Season 29 Europe Relegation,19428
8-1-19,"['unknown', 'EURONICS']","['14', '16']",Overpass,ESEA MDL Season 29 Europe Relegation,19428
8-1-19,"['x6tence Galaxy', 'HAVU']","['5', '16']",Dust2,ESEA MDL Season 29 Europe Relegation,19427
8-1-19,"['HAVU', 'x6tence Galaxy']","['13', '16']",Inferno,ESEA MDL Season 29 Europe Relegation,19427
8-1-19,"['x6tence Galaxy', 'HAVU']","['16', '5']",Nuke,ESEA MDL Season 29 Europe Relegation,19427
8-1-19,"['AGO', 'ALTERNATE aTTaX']","['16', '6']",Overpass,United Masters League,19426
8-1-19,"['ALTERNATE aTTaX', 'AGO']","['16', '3']",Inferno,United Masters League,19426
8-1-19,"['Valiance', 'Vitality']","['20', '22']",Inferno,ESEA MDL Season 29 Europe Relegation,19425
8-1-19,"['Vitality', 'Valiance']","['16', '11']",Mirage,ESEA MDL Season 29 Europe Relegation,19425
8-1-19,"['Smoke Criminals', 'Arena Bulls']","['5', '16']",Inferno,ESEA MDL Season 29 Europe Relegation,19424
8-1-19,"['Arena Bulls', 'Smoke Criminals']","['16', '11']",Nuke,ESEA MDL Season 29 Europe Relegation,19424
8-1-19,"['Spirit', 'x6tence Galaxy']","['16', '10']",Overpass,ESEA MDL Season 29 Europe Relegation,19423
8-1-19,"['x6tence Galaxy', 'Spirit']","['16', '14']",Cache,ESEA MDL Season 29 Europe Relegation,19423
8-1-19,"['Spirit', 'x6tence Galaxy']","['16', '3']",Mirage,ESEA MDL Season 29 Europe Relegation,19423
8-1-19,"['HAVU', 'Bpro']","['16', '9']",Train,ESEA MDL Season 29 Europe Relegation,19422
8-1-19,"['Bpro', 'HAVU']","['4', '16']",Dust2,ESEA MDL Season 29 Europe Relegation,19422
8-1-19,"['Tricked', 'PACT']","['19', '17']",Cache,ESEA MDL Season 29 Europe Relegation,19421
8-1-19,"['PACT', 'Tricked']","['9', '16']",Inferno,ESEA MDL Season 29 Europe Relegation,19421
8-1-19,"['forZe', 'Izako Boars']","['5', '16']",Dust2,ESEA MDL Season 29 Europe Relegation,19420
8-1-19,"['Izako Boars', 'forZe']","['2', '16']",Mirage,ESEA MDL Season 29 Europe Relegation,19420
8-1-19,"['forZe', 'Izako Boars']","['16', '5']",Inferno,ESEA MDL Season 29 Europe Relegation,19420
8-1-19,"['EURONICS', 'Endpoint']","['19', '17']",Overpass,ESEA MDL Season 29 Europe Relegation,19419
8-1-19,"['Endpoint', 'EURONICS']","['2', '16']",Dust2,ESEA MDL Season 29 Europe Relegation,19419
8-1-19,"['Flow', 'unknown']","['13', '16']",Train,ESEA MDL Season 29 Europe Relegation,19418
8-1-19,"['unknown', 'Flow']","['16', '13']",Cache,ESEA MDL Season 29 Europe Relegation,19418
9-1-19,"['3DMAX', 'SJ']","['16', '6']",Inferno,Hunt Wave League,19417
9-1-19,"['3DMAX', 'Vega Squadron']","['16', '3']",Mirage,Hunt Wave League,19416
9-1-19,"['Vega Squadron', '3DMAX']","['6', '16']",Inferno,Hunt Wave League,19416
9-1-19,"['SJ', 'ViCi']","['16', '8']",Overpass,Hunt Wave League,19415
9-1-19,"['ViCi', 'SJ']","['10', '16']",Train,Hunt Wave League,19415
9-1-19,"['Valiance', 'Tricked']","['16', '10']",Overpass,ESEA MDL Season 29 Europe Relegation,19414
9-1-19,"['Tricked', 'Valiance']","['4', '16']",Cache,ESEA MDL Season 29 Europe Relegation,19414
9-1-19,"['Arena Bulls', 'Izako Boars']","['14', '16']",Cache,ESEA MDL Season 29 Europe Relegation,19413
9-1-19,"['Arena Bulls', 'Izako Boars']","['16', '8']",Overpass,ESEA MDL Season 29 Europe Relegation,19413
9-1-19,"['Izako Boars', 'Arena Bulls']","['16', '11']",Mirage,ESEA MDL Season 29 Europe Relegation,19413
9-1-19,"['HAVU', 'Endpoint']","['16', '7']",Mirage,ESEA MDL Season 29 Europe Relegation,19412
9-1-19,"['Endpoint', 'HAVU']","['16', '7']",Dust2,ESEA MDL Season 29 Europe Relegation,19412
9-1-19,"['Endpoint', 'HAVU']","['16', '5']",Cache,ESEA MDL Season 29 Europe Relegation,19412
9-1-19,"['x6tence Galaxy', 'unknown']","['16', '3']",Cache,ESEA MDL Season 29 Europe Relegation,19411
9-1-19,"['unknown', 'x6tence Galaxy']","['7', '16']",Overpass,ESEA MDL Season 29 Europe Relegation,19411
9-1-19,"['Valiance', 'x6tence Galaxy']","['5', '16']",Inferno,ESEA MDL Season 29 Europe Relegation,19410
9-1-19,"['x6tence Galaxy', 'Valiance']","['15', '19']",Dust2,ESEA MDL Season 29 Europe Relegation,19410
9-1-19,"['Valiance', 'x6tence Galaxy']","['16', '3']",Mirage,ESEA MDL Season 29 Europe Relegation,19410
9-1-19,"['Endpoint', 'Izako Boars']","['16', '10']",Dust2,ESEA MDL Season 29 Europe Relegation,19409
9-1-19,"['Izako Boars', 'Endpoint']","['16', '12']",Overpass,ESEA MDL Season 29 Europe Relegation,19409
9-1-19,"['Izako Boars', 'Endpoint']","['16', '6']",Mirage,ESEA MDL Season 29 Europe Relegation,19409
10-1-19,"['Chaos', 'AGO']","['16', '8']",Overpass,Hunt Wave League,19408
10-1-19,"['Chaos', 'AGO']","['16', '14']",Cache,Hunt Wave League,19408
10-1-19,"['Vexed', 'x6tence Galaxy']","['11', '16']",Inferno,United Masters League,19407
10-1-19,"['x6tence Galaxy', 'Vexed']","['16', '13']",Overpass,United Masters League,19407
10-1-19,"['NeverPlay', 'x-kom']","['3', '16']",Mirage,Hunt Wave League,19406
10-1-19,"['x-kom', 'NeverPlay']","['6', '16']",Inferno,Hunt Wave League,19406
10-1-19,"['NeverPlay', 'x-kom']","['19', '16']",Overpass,Hunt Wave League,19406
10-1-19,"['Valiance', 'EURONICS']","['16', '1']",Mirage,United Masters League,19405
10-1-19,"['EURONICS', 'Valiance']","['5', '16']",Nuke,United Masters League,19405
10-1-19,"['Chaos', 'Flow']","['6', '16']",Inferno,Pixel.bet Brawl: Nordic vs. Europe,19404
10-1-19,"['Flow', 'Chaos']","['11', '16']",Dust2,Pixel.bet Brawl: Nordic vs. Europe,19404
10-1-19,"['Flow', 'Chaos']","['16', '7']",Train,Pixel.bet Brawl: Nordic vs. Europe,19404
10-1-19,"['BULGI', 'Atlando']","['9', '16']",Cache,Geeks Gone Wild 24 Europe Qualifier,19403
10-1-19,"['Atlando', 'BULGI']","['25', '22']",Overpass,Geeks Gone Wild 24 Europe Qualifier,19403
10-1-19,"['x-kom', 'lotb']","['16', '14']",Mirage,Geeks Gone Wild 24 Europe Qualifier,19402
10-1-19,"['lotb', 'x-kom']","['12', '16']",Inferno,Geeks Gone Wild 24 Europe Qualifier,19402
10-1-19,"['Vexed', 'expert']","['16', '2']",Train,United Masters League,19401
10-1-19,"['expert', 'Vexed']","['16', '5']",Inferno,United Masters League,19401
11-1-19,"['SJ', 'Vega Squadron']","['16', '13']",Train,Hunt Wave League,19400
11-1-19,"['Vega Squadron', 'SJ']","['16', '10']",Overpass,Hunt Wave League,19400
11-1-19,"['Vega Squadron', 'SJ']","['9', '16']",Inferno,Hunt Wave League,19400
11-1-19,"['Valiance', 'HAVU']","['19', '17']",Dust2,United Masters League,19399
11-1-19,"['HAVU', 'Valiance']","['16', '10']",Cache,United Masters League,19399
11-1-19,"['AGO', 'NeverPlay']","['8', '16']",Inferno,Hunt Wave League,19398
11-1-19,"['NeverPlay', 'AGO']","['2', '16']",Mirage,Hunt Wave League,19398
11-1-19,"['AGO', 'NeverPlay']","['16', '13']",Overpass,Hunt Wave League,19398
11-1-19,"['3DMAX', 'x6tence Galaxy']","['16', '7']",Inferno,United Masters League,19397
11-1-19,"['x6tence Galaxy', '3DMAX']","['13', '16']",Mirage,United Masters League,19397
11-1-19,"['Flow', 'cats']","['16', '12']",Cache,Pixel.bet Brawl: Nordic vs. Europe,19396
11-1-19,"['cats', 'Flow']","['16', '11']",Inferno,Pixel.bet Brawl: Nordic vs. Europe,19396
11-1-19,"['Flow', 'cats']","['13', '16']",Train,Pixel.bet Brawl: Nordic vs. Europe,19396
11-1-19,"['Vexed', 'Red Reserve']","['8', '16']",Cache,United Masters League,19395
11-1-19,"['Red Reserve', 'Vexed']","['9', '16']",Mirage,United Masters League,19395
11-1-19,"['EURONICS', 'HAVU']","['11', '16']",Nuke,United Masters League,19394
11-1-19,"['HAVU', 'EURONICS']","['16', '11']",Mirage,United Masters League,19394
12-1-19,"['AGO', '3DMAX']","['12', '16']",Inferno,Hunt Wave League,19393
12-1-19,"['3DMAX', 'AGO']","['16', '13']",Overpass,Hunt Wave League,19393
12-1-19,"['Chaos', 'SJ']","['16', '11']",Train,Hunt Wave League,19392
12-1-19,"['SJ', 'Chaos']","['6', '16']",Overpass,Hunt Wave League,19392
12-1-19,"['NoChance', 'Copenhagen Flames']","['19', '16']",Overpass,Pixel.bet Brawl: Nordic vs. Europe,19391
12-1-19,"['Copenhagen Flames', 'NoChance']","['8', '16']",Dust2,Pixel.bet Brawl: Nordic vs. Europe,19391
13-1-19,"['Chaos', '3DMAX']","['12', '16']",Inferno,Hunt Wave League,19390
13-1-19,"['3DMAX', 'Chaos']","['6', '16']",Overpass,Hunt Wave League,19390
13-1-19,"['Chaos', '3DMAX']","['6', '16']",Mirage,Hunt Wave League,19390
13-1-19,"['x-kom', 'Universe']","['19', '17']",Nuke,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19389
13-1-19,"['Universe', 'x-kom']","['11', '16']",Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19389
13-1-19,"['ALTERNATE aTTaX', 'Dragons']","['14', '16']",Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19388
13-1-19,"['NoChance', 'PEEKERS']","['19', '17']",Dust2,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19387
13-1-19,"['Copenhagen Flames', 'Defusekids']","['16', '12']",Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19386
13-1-19,"['Copenhagen Flames', 'Defusekids']","['16', '3']",Nuke,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19386
13-1-19,"['ALTERNATE aTTaX', 'Dragons']","['16', '8']",Cache,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19385
13-1-19,"['Dragons', 'ALTERNATE aTTaX']","['7', '16']",Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19385
13-1-19,"['NoChance', 'PEEKERS']","['11', '16']",Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19384
13-1-19,"['PEEKERS', 'NoChance']","['13', '16']",Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19384
13-1-19,"['Izako Boars', 'x-kom']","['16', '8']",Mirage,Pixel.bet Brawl: Nordic vs. Europe,19383
13-1-19,"['x-kom', 'Izako Boars']","['16', '5']",Overpass,Pixel.bet Brawl: Nordic vs. Europe,19383
13-1-19,"['x-kom', 'Izako Boars']","['16', '9']",Cache,Pixel.bet Brawl: Nordic vs. Europe,19383
13-1-19,"['Lilmix', 'Chaos']","['12', '16']",Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19382
13-1-19,"['Chaos', 'Lilmix']","['16', '7']",Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19382
13-1-19,"['ClaqueT', 'unknown']","['7', '16']",Nuke,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19381
13-1-19,"['unknown', 'ClaqueT']","['16', '13']",Dust2,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19381
13-1-19,"[""Jordan's Money Crew"", 'Lyngby Vikings']","['16', '13']",Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19380
13-1-19,"[""Jordan's Money Crew"", 'Lyngby Vikings']","['16', '9']",Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19380
13-1-19,"['expert', 'Akopalipsa']","['19', '15']",Cache,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19379
13-1-19,"['Akopalipsa', 'expert']","['9', '16']",Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19379
13-1-19,"['PELAFUSTANES', 'Rejected']","['16', '14']",Mirage,SP Gaming Tournament #6 Finals,19378
13-1-19,"['Rejected', 'PELAFUSTANES']","['4', '16']",Dust2,SP Gaming Tournament #6 Finals,19378
14-1-19,"['Tricked', 'Sprout']","['12', '16']",Dust2,United Masters League,19377
14-1-19,"['Sprout', 'Tricked']","['22', '19']",Inferno,United Masters League,19377
14-1-19,"['expert', 'unknown']","['13', '16']",Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19376
14-1-19,"['expert', 'unknown']","['6', '16']",Cache,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19376
14-1-19,"['Copenhagen Flames', 'ALTERNATE aTTaX']","['16', '9']",Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19375
14-1-19,"['ALTERNATE aTTaX', 'Copenhagen Flames']","['22', '18']",Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19375
14-1-19,"['ALTERNATE aTTaX', 'Copenhagen Flames']","['16', '7']",Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19375
14-1-19,"[""Jordan's Money Crew"", 'Chaos']","['16', '14']",Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19374
14-1-19,"['Chaos', ""Jordan's Money Crew""]","['16', '13']",Cache,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19374
14-1-19,"[""Jordan's Money Crew"", 'Chaos']","['9', '16']",Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19374
14-1-19,"['AGO', 'x6tence Galaxy']","['12', '16']",Overpass,United Masters League,19373
14-1-19,"['x6tence Galaxy', 'AGO']","['16', '9']",Mirage,United Masters League,19373
14-1-19,"['NoChance', 'x-kom']","['19', '16']",Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19372
14-1-19,"['NoChance', 'x-kom']","['10', '16']",Cache,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19372
14-1-19,"['NoChance', 'x-kom']","['16', '2']",Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19372
14-1-19,"['Tricked', 'expert']","['16', '8']",Train,United Masters League,19371
14-1-19,"['expert', 'Tricked']","['9', '16']",Inferno,United Masters League,19371
14-1-19,"['Red Reserve', 'Sprout']","['7', '16']",Dust2,United Masters League,19370
14-1-19,"['Red Reserve', 'Sprout']","['10', '16']",Train,United Masters League,19370
14-1-19,"['DETONA', 'S2N']","['16', '2']",Dust2,Dell Gaming Liga Pro Season 1 - #1 JAN/19,19369
14-1-19,"['S2N', 'DETONA']","['8', '16']",Cache,Dell Gaming Liga Pro Season 1 - #1 JAN/19,19369
15-1-19,"['ex-Wild', 'Evidence']","['16', '9']",Cache,Dell Gaming Liga Pro Season 1 - #1 JAN/19,19368
15-1-19,"['Evidence', 'ex-Wild']","['7', '16']",Inferno,Dell Gaming Liga Pro Season 1 - #1 JAN/19,19368
15-1-19,"['Chaos', 'unknown']","['20', '22']",Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19367
15-1-19,"['unknown', 'Chaos']","['5', '16']",Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19367
15-1-19,"['Chaos', 'unknown']","['8', '16']",Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19367
15-1-19,"['NoChance', 'ALTERNATE aTTaX']","['16', '7']",Mirage,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19366
15-1-19,"['ALTERNATE aTTaX', 'NoChance']","['16', '12']",Inferno,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19366
15-1-19,"['NoChance', 'ALTERNATE aTTaX']","['10', '16']",Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19366
15-1-19,"['expert', 'HAVU']","['17', '19']",Dust2,United Masters League,19365
15-1-19,"['HAVU', 'expert']","['11', '16']",Train,United Masters League,19365
15-1-19,"['forZe', 'LDLC']","['16', '9']",Dust2,ESEA MDL Season 30 Europe,19364
15-1-19,"['Sprout', 'AGO']","['16', '13']",Cache,United Masters League,19363
15-1-19,"['AGO', 'Sprout']","['10', '16']",Inferno,United Masters League,19362
15-1-19,"['ALTERNATE aTTaX', 'unknown']","['16', '13']",Train,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19361
15-1-19,"['unknown', 'ALTERNATE aTTaX']","['7', '16']",Overpass,LOOT.BET HotShot Series Season 1 Europe Closed Qualifier,19361
15-1-19,"['Red Reserve', 'Tricked']","['16', '11']",Nuke,United Masters League,19360
15-1-19,"['Tricked', 'Red Reserve']","['11', '16']",Dust2,United Masters League,19360
15-1-19,"['Isurus', 'INTZ.Academy']","['16', '12']",Mirage,Dell Gaming Liga Pro Season 1 - #1 JAN/19,19359
15-1-19,"['Isurus', 'INTZ.Academy']","['13', '16']",Overpass,Dell Gaming Liga Pro Season 1 - #1 JAN/19,19359
15-1-19,"['Isurus', 'INTZ.Academy']","['8', '16']",Dust2,Dell Gaming Liga Pro Season 1 - #1 JAN/19,19359
16-1-19,"['W7M', 'Santos']","['16', '3']",Mirage,Dell Gaming Liga Pro Season 1 - #1 JAN/19,19358
16-1-19,"['Santos', 'W7M']","['8', '16']",Overpass,Dell Gaming Liga Pro Season 1 - #1 JAN/19,19358
16-1-19,"['Spacestation', 'Win Scrims Not Matches']","['16', '12']",Cache,ESEA MDL Season 30 North America,19357
16-1-19,"['Singularity', 'Final Feature']","['14', '16']",Mirage,ESEA MDL Season 30 North America,19356
16-1-19,"['AVANT', 'Skyfire']","['16', '2']",Mirage,ESEA MDL Season 30 Australia,19355
16-1-19,"['Syman', 'Gambit']","['16', '12']",Train,CIS Minor - IEM Katowice 2019,19354
16-1-19,"['Spirit', 'Nemiga']","['19', '15']",Mirage,CIS Minor - IEM Katowice 2019,19353
16-1-19,"['Ground Zero', 'MC']","['16', '7']",Cache,ESEA MDL Season 30 Australia,19352
16-1-19,"['Paradox', 'Astral Influence']","['16', '7']",Overpass,ESEA MDL Season 30 Australia,19351
16-1-19,"['Chiefs', 'Content']","['16', '1']",Cache,ESEA MDL Season 30 Australia,19350
16-1-19,"['pro100', 'AVANGAR']","['5', '16']",Dust2,CIS Minor - IEM Katowice 2019,19349
16-1-19,"['Runtime', 'Winstrike']","['6', '16']",Dust2,CIS Minor - IEM Katowice 2019,19348
16-1-19,"['MC', 'AVANT']","['16', '11']",Dust2,ESEA MDL Season 30 Australia,19347
16-1-19,"['Spirit', 'Syman']","['16', '11']",Dust2,CIS Minor - IEM Katowice 2019,19346
16-1-19,"['Spirit', 'Syman']","['22', '18']",Mirage,CIS Minor - IEM Katowice 2019,19346
16-1-19,"['AVANGAR', 'Winstrike']","['16', '5']",Dust2,CIS Minor - IEM Katowice 2019,19345
16-1-19,"['AVANGAR', 'Winstrike']","['13', '16']",Cache,CIS Minor - IEM Katowice 2019,19345
16-1-19,"['AVANGAR', 'Winstrike']","['7', '16']",Train,CIS Minor - IEM Katowice 2019,19345
16-1-19,"['ALTERNATE aTTaX', 'x6tence Galaxy']","['11', '16']",Overpass,United Masters League,19344
16-1-19,"['x6tence Galaxy', 'ALTERNATE aTTaX']","['16', '10']",Inferno,United Masters League,19344
16-1-19,"['OpTic', 'Vitality']","['8', '16']",Dust2,Europe Minor - IEM Katowice 2019,19343
16-1-19,"['Valiance', 'MOUZ']","['16', '14']",Mirage,Europe Minor - IEM Katowice 2019,19342
16-1-19,"['ex-Space Soldiers', 'ENCE']","['6', '16']",Train,Europe Minor - IEM Katowice 2019,19341
16-1-19,"['Vexed', 'LDLC']","['16', '14']",Inferno,United Masters League,19340
16-1-19,"['LDLC', 'Vexed']","['12', '16']",Mirage,United Masters League,19340
16-1-19,"['North', 'Windigo']","['6', '16']",Overpass,Europe Minor - IEM Katowice 2019,19339
16-1-19,"['Valiance', 'Vitality']","['15', '19']",Mirage,Europe Minor - IEM Katowice 2019,19338
16-1-19,"['Valiance', 'Vitality']","['16', '11']",Inferno,Europe Minor - IEM Katowice 2019,19338
16-1-19,"['Vitality', 'Valiance']","['16', '4']",Dust2,Europe Minor - IEM Katowice 2019,19338
16-1-19,"['ex-Fragsters', 'forZe']","['10', '16']",Inferno,ESEA MDL Season 30 Europe,19337
16-1-19,"['Windigo', 'ENCE']","['12', '16']",Mirage,Europe Minor - IEM Katowice 2019,19336
