Date,Teams,Score,Map,Event,Series
11-1-20,"['Defusekids', 'Tenerife Titans']","['16', '10']",Mirage,DreamHack Open Leipzig 2020 Europe Open Qualifier,26469
11-1-20,"['Tenerife Titans', 'Defusekids']","['6', '16']",Inferno,DreamHack Open Leipzig 2020 Europe Open Qualifier,26469
11-1-20,"['SKADE', 'AVEZ']","['8', '16']",Nuke,DreamHack Open Leipzig 2020 Europe Open Qualifier,26468
11-1-20,"['AVEZ', 'SKADE']","['14', '16']",Overpass,DreamHack Open Leipzig 2020 Europe Open Qualifier,26468
11-1-20,"['SKADE', 'AVEZ']","['16', '6']",Mirage,DreamHack Open Leipzig 2020 Europe Open Qualifier,26468
11-1-20,"['TeamOne', 'UP']","['16', '6']",Dust2,WESG 2019 Brazil Open Qualifier,26467
11-1-20,"['UP', 'TeamOne']","['9', '16']",Train,WESG 2019 Brazil Open Qualifier,26467
11-1-20,"['Alma', 'W7M']","['5', '16']",Inferno,WESG 2019 Brazil Open Qualifier,26466
11-1-20,"['W7M', 'Alma']","['16', '10']",Vertigo,WESG 2019 Brazil Open Qualifier,26466
11-1-20,"['Yeah', 'RUFUS']","['19', '17']",Nuke,WESG 2019 Brazil Open Qualifier,26465
11-1-20,"['Yeah', 'RUFUS']","['16', '9']",Train,WESG 2019 Brazil Open Qualifier,26465
11-1-20,"['paiN', 'F4K3']","['16', '11']",Dust2,WESG 2019 Brazil Open Qualifier,26464
11-1-20,"['paiN', 'F4K3']","['16', '4']",Overpass,WESG 2019 Brazil Open Qualifier,26464
11-1-20,"['Triumph', 'Saskatoon Warriors']","['16', '9']",Nuke,DreamHack Open Leipzig 2020 North America Open Qualifier,26463
11-1-20,"['Saskatoon Warriors', 'Triumph']","['3', '16']",Inferno,DreamHack Open Leipzig 2020 North America Open Qualifier,26463
11-1-20,"['Gen.G', 'Divine']","['19', '16']",Mirage,DreamHack Open Leipzig 2020 North America Open Qualifier,26462
11-1-20,"['Divine', 'Gen.G']","['9', '16']",Vertigo,DreamHack Open Leipzig 2020 North America Open Qualifier,26462
11-1-20,"['Chaos', 'New England Whalers']","['16', '4']",Nuke,DreamHack Open Leipzig 2020 North America Open Qualifier,26461
11-1-20,"['New England Whalers', 'Chaos']","['3', '16']",Inferno,DreamHack Open Leipzig 2020 North America Open Qualifier,26461
11-1-20,"['INTZ', 'Russian Street Party']","['12', '16']",Inferno,DreamHack Open Leipzig 2020 North America Open Qualifier,26460
11-1-20,"['Russian Street Party', 'INTZ']","['5', '16']",Mirage,DreamHack Open Leipzig 2020 North America Open Qualifier,26460
11-1-20,"['INTZ', 'Russian Street Party']","['16', '7']",Train,DreamHack Open Leipzig 2020 North America Open Qualifier,26460
11-1-20,"['Infamous', 'Loto']","['16', '10']",Inferno,Aorus League 2019 #4 Northern Cone,26459
11-1-20,"['Infamous', 'Loto']","['16', '8']",Mirage,Aorus League 2019 #4 Northern Cone,26459
12-1-20,"['Supremacy', 'Infamous']","['16', '14']",Train,Aorus League 2019 #4 Northern Cone,26458
12-1-20,"['Infamous', 'Supremacy']","['16', '12']",Inferno,Aorus League 2019 #4 Northern Cone,26458
12-1-20,"['Supremacy', 'Infamous']","['16', '10']",Mirage,Aorus League 2019 #4 Northern Cone,26458
12-1-20,"['BOOM', 'Bren']","['7', '16']",Train,NVIDIA Geforce Cup Pacific 2019,26457
12-1-20,"['Bren', 'BOOM']","['16', '10']",Nuke,NVIDIA Geforce Cup Pacific 2019,26457
12-1-20,"['MiTH.Maple', 'GTV.Revolution']","['9', '16']",Inferno,NVIDIA Geforce Cup Pacific 2019,26456
