Team1,Team1_Status,Team2,Team2_Status,Date,Map,Event
i sleep,w,Eimi Fukada FC,l,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,l,Chaos,w,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
Triumph,w,Under 21,l,19-3-20,Inferno,ESEA MDL Season 33 North America
Skyfire,l,AVANT,w,20-3-20,Mirage,ESEA MDL Season 33 Australia
Skyfire,l,AVANT,w,20-3-20,Mirage,ESEA MDL Season 33 Australia
TRIDENT,l,Chiefs,w,20-3-20,Train,ESEA MDL Season 33 Australia
TRIDENT,l,Chiefs,w,20-3-20,Train,ESEA MDL Season 33 Australia
Paradox,l,ORDER,w,20-3-20,Nuke,ESEA MDL Season 33 Australia
Paradox,l,ORDER,w,20-3-20,Nuke,ESEA MDL Season 33 Australia
Ground Zero,w,Rooster,l,20-3-20,Vertigo,ESEA MDL Season 33 Australia
TeamOne,w,Under 21,l,20-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Under 21,l,20-3-20,Inferno,ESEA MDL Season 33 North America
Yeah,w,Big Frames,l,20-3-20,Nuke,eFire Master League North America
Complexity,l,fnatic,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Complexity,l,fnatic,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
ALTERNATE aTTaX,w,SJ,l,20-3-20,Vertigo,ESEA Advanced Season 33 Europe
ALTERNATE aTTaX,w,SJ,l,20-3-20,Vertigo,ESEA Advanced Season 33 Europe
Juggernauts,l,SKADE,w,20-3-20,Dust2,ESEA Advanced Season 33 Europe
Juggernauts,l,SKADE,w,20-3-20,Dust2,ESEA Advanced Season 33 Europe
Nordavind,l,Japaleno,w,20-3-20,Overpass,ESEA MDL Season 33 Europe
Nordavind,w,Japaleno,l,20-3-20,Overpass,ESEA MDL Season 33 Europe
Nordavind,l,Japaleno,w,20-3-20,Overpass,ESEA MDL Season 33 Europe
Chetz,l,Vexed,w,20-3-20,Nuke,ESEA Advanced Season 33 Europe
Chetz,l,Vexed,w,20-3-20,Nuke,ESEA Advanced Season 33 Europe
Tricked,l,Salamander,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Tricked,w,Salamander,l,20-3-20,Train,ESEA Advanced Season 33 Europe
Tricked,l,Salamander,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Cyber Legacy,l,Pompa,w,20-3-20,Nuke,SECTOR: MOSTBET Season 2
Cyber Legacy,l,Pompa,w,20-3-20,Nuke,SECTOR: MOSTBET Season 2
Natus Vincere,l,BIG,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Natus Vincere,l,BIG,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Turkey5,l,FATE,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Turkey5,l,FATE,w,20-3-20,Train,ESEA Advanced Season 33 Europe
HellRaisers,l,SKADE,w,19-3-20,Inferno,SECTOR: MOSTBET Season 2
HellRaisers,l,SKADE,w,19-3-20,Inferno,SECTOR: MOSTBET Season 2
HellRaisers,w,SKADE,l,19-3-20,Inferno,SECTOR: MOSTBET Season 2
forZe,w,North,l,19-3-20,Nuke,ESL Pro League Season 11 Europe
forZe,w,North,l,19-3-20,Nuke,ESL Pro League Season 11 Europe
i sleep,l,Eimi Fukada FC,w,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
i sleep,l,Eimi Fukada FC,w,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
i sleep,w,Eimi Fukada FC,l,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,l,Chaos,w,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
Triumph,w,Under 21,l,19-3-20,Inferno,ESEA MDL Season 33 North America
Skyfire,l,AVANT,w,20-3-20,Mirage,ESEA MDL Season 33 Australia
Skyfire,l,AVANT,w,20-3-20,Mirage,ESEA MDL Season 33 Australia
TRIDENT,l,Chiefs,w,20-3-20,Train,ESEA MDL Season 33 Australia
TRIDENT,l,Chiefs,w,20-3-20,Train,ESEA MDL Season 33 Australia
Paradox,l,ORDER,w,20-3-20,Nuke,ESEA MDL Season 33 Australia
Paradox,l,ORDER,w,20-3-20,Nuke,ESEA MDL Season 33 Australia
Ground Zero,w,Rooster,l,20-3-20,Vertigo,ESEA MDL Season 33 Australia
TeamOne,w,Under 21,l,20-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Under 21,l,20-3-20,Inferno,ESEA MDL Season 33 North America
Yeah,w,Big Frames,l,20-3-20,Nuke,eFire Master League North America
Complexity,l,fnatic,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Complexity,l,fnatic,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
ALTERNATE aTTaX,w,SJ,l,20-3-20,Vertigo,ESEA Advanced Season 33 Europe
ALTERNATE aTTaX,w,SJ,l,20-3-20,Vertigo,ESEA Advanced Season 33 Europe
Juggernauts,l,SKADE,w,20-3-20,Dust2,ESEA Advanced Season 33 Europe
Juggernauts,l,SKADE,w,20-3-20,Dust2,ESEA Advanced Season 33 Europe
Nordavind,l,Japaleno,w,20-3-20,Overpass,ESEA MDL Season 33 Europe
Nordavind,w,Japaleno,l,20-3-20,Overpass,ESEA MDL Season 33 Europe
Nordavind,l,Japaleno,w,20-3-20,Overpass,ESEA MDL Season 33 Europe
Chetz,l,Vexed,w,20-3-20,Nuke,ESEA Advanced Season 33 Europe
Chetz,l,Vexed,w,20-3-20,Nuke,ESEA Advanced Season 33 Europe
Tricked,l,Salamander,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Tricked,w,Salamander,l,20-3-20,Train,ESEA Advanced Season 33 Europe
Tricked,l,Salamander,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Cyber Legacy,l,Pompa,w,20-3-20,Nuke,SECTOR: MOSTBET Season 2
Cyber Legacy,l,Pompa,w,20-3-20,Nuke,SECTOR: MOSTBET Season 2
Natus Vincere,l,BIG,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Natus Vincere,l,BIG,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Turkey5,l,FATE,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Turkey5,l,FATE,w,20-3-20,Train,ESEA Advanced Season 33 Europe
HellRaisers,l,SKADE,w,19-3-20,Inferno,SECTOR: MOSTBET Season 2
HellRaisers,l,SKADE,w,19-3-20,Inferno,SECTOR: MOSTBET Season 2
HellRaisers,w,SKADE,l,19-3-20,Inferno,SECTOR: MOSTBET Season 2
forZe,w,North,l,19-3-20,Nuke,ESL Pro League Season 11 Europe
forZe,w,North,l,19-3-20,Nuke,ESL Pro League Season 11 Europe
i sleep,l,Eimi Fukada FC,w,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
i sleep,l,Eimi Fukada FC,w,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
i sleep,w,Eimi Fukada FC,l,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,l,Chaos,w,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
Triumph,w,Under 21,l,19-3-20,Inferno,ESEA MDL Season 33 North America
Skyfire,l,AVANT,w,20-3-20,Mirage,ESEA MDL Season 33 Australia
Skyfire,l,AVANT,w,20-3-20,Mirage,ESEA MDL Season 33 Australia
TRIDENT,l,Chiefs,w,20-3-20,Train,ESEA MDL Season 33 Australia
TRIDENT,l,Chiefs,w,20-3-20,Train,ESEA MDL Season 33 Australia
Paradox,l,ORDER,w,20-3-20,Nuke,ESEA MDL Season 33 Australia
Paradox,l,ORDER,w,20-3-20,Nuke,ESEA MDL Season 33 Australia
Ground Zero,w,Rooster,l,20-3-20,Vertigo,ESEA MDL Season 33 Australia
TeamOne,w,Under 21,l,20-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Under 21,l,20-3-20,Inferno,ESEA MDL Season 33 North America
Yeah,w,Big Frames,l,20-3-20,Nuke,eFire Master League North America
Complexity,l,fnatic,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Complexity,l,fnatic,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
ALTERNATE aTTaX,w,SJ,l,20-3-20,Vertigo,ESEA Advanced Season 33 Europe
ALTERNATE aTTaX,w,SJ,l,20-3-20,Vertigo,ESEA Advanced Season 33 Europe
Juggernauts,l,SKADE,w,20-3-20,Dust2,ESEA Advanced Season 33 Europe
Juggernauts,l,SKADE,w,20-3-20,Dust2,ESEA Advanced Season 33 Europe
Nordavind,l,Japaleno,w,20-3-20,Overpass,ESEA MDL Season 33 Europe
Nordavind,w,Japaleno,l,20-3-20,Overpass,ESEA MDL Season 33 Europe
Nordavind,l,Japaleno,w,20-3-20,Overpass,ESEA MDL Season 33 Europe
Chetz,l,Vexed,w,20-3-20,Nuke,ESEA Advanced Season 33 Europe
Chetz,l,Vexed,w,20-3-20,Nuke,ESEA Advanced Season 33 Europe
Tricked,l,Salamander,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Tricked,w,Salamander,l,20-3-20,Train,ESEA Advanced Season 33 Europe
Tricked,l,Salamander,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Cyber Legacy,l,Pompa,w,20-3-20,Nuke,SECTOR: MOSTBET Season 2
Cyber Legacy,l,Pompa,w,20-3-20,Nuke,SECTOR: MOSTBET Season 2
Natus Vincere,l,BIG,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Natus Vincere,l,BIG,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Turkey5,l,FATE,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Turkey5,l,FATE,w,20-3-20,Train,ESEA Advanced Season 33 Europe
HellRaisers,l,SKADE,w,19-3-20,Inferno,SECTOR: MOSTBET Season 2
HellRaisers,l,SKADE,w,19-3-20,Inferno,SECTOR: MOSTBET Season 2
HellRaisers,w,SKADE,l,19-3-20,Inferno,SECTOR: MOSTBET Season 2
forZe,w,North,l,19-3-20,Nuke,ESL Pro League Season 11 Europe
forZe,w,North,l,19-3-20,Nuke,ESL Pro League Season 11 Europe
i sleep,l,Eimi Fukada FC,w,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
i sleep,l,Eimi Fukada FC,w,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
i sleep,w,Eimi Fukada FC,l,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,l,Chaos,w,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
Triumph,w,Under 21,l,19-3-20,Inferno,ESEA MDL Season 33 North America
Skyfire,l,AVANT,w,20-3-20,Mirage,ESEA MDL Season 33 Australia
Skyfire,l,AVANT,w,20-3-20,Mirage,ESEA MDL Season 33 Australia
TRIDENT,l,Chiefs,w,20-3-20,Train,ESEA MDL Season 33 Australia
TRIDENT,l,Chiefs,w,20-3-20,Train,ESEA MDL Season 33 Australia
Paradox,l,ORDER,w,20-3-20,Nuke,ESEA MDL Season 33 Australia
Paradox,l,ORDER,w,20-3-20,Nuke,ESEA MDL Season 33 Australia
Ground Zero,w,Rooster,l,20-3-20,Vertigo,ESEA MDL Season 33 Australia
TeamOne,w,Under 21,l,20-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Under 21,l,20-3-20,Inferno,ESEA MDL Season 33 North America
Yeah,w,Big Frames,l,20-3-20,Nuke,eFire Master League North America
Complexity,l,fnatic,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Complexity,l,fnatic,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
ALTERNATE aTTaX,w,SJ,l,20-3-20,Vertigo,ESEA Advanced Season 33 Europe
ALTERNATE aTTaX,w,SJ,l,20-3-20,Vertigo,ESEA Advanced Season 33 Europe
Juggernauts,l,SKADE,w,20-3-20,Dust2,ESEA Advanced Season 33 Europe
Juggernauts,l,SKADE,w,20-3-20,Dust2,ESEA Advanced Season 33 Europe
Nordavind,l,Japaleno,w,20-3-20,Overpass,ESEA MDL Season 33 Europe
Nordavind,w,Japaleno,l,20-3-20,Overpass,ESEA MDL Season 33 Europe
Nordavind,l,Japaleno,w,20-3-20,Overpass,ESEA MDL Season 33 Europe
Chetz,l,Vexed,w,20-3-20,Nuke,ESEA Advanced Season 33 Europe
Chetz,l,Vexed,w,20-3-20,Nuke,ESEA Advanced Season 33 Europe
Tricked,l,Salamander,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Tricked,w,Salamander,l,20-3-20,Train,ESEA Advanced Season 33 Europe
Tricked,l,Salamander,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Cyber Legacy,l,Pompa,w,20-3-20,Nuke,SECTOR: MOSTBET Season 2
Cyber Legacy,l,Pompa,w,20-3-20,Nuke,SECTOR: MOSTBET Season 2
Natus Vincere,l,BIG,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Natus Vincere,l,BIG,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Turkey5,l,FATE,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Turkey5,l,FATE,w,20-3-20,Train,ESEA Advanced Season 33 Europe
HellRaisers,l,SKADE,w,19-3-20,Inferno,SECTOR: MOSTBET Season 2
HellRaisers,l,SKADE,w,19-3-20,Inferno,SECTOR: MOSTBET Season 2
HellRaisers,w,SKADE,l,19-3-20,Inferno,SECTOR: MOSTBET Season 2
forZe,w,North,l,19-3-20,Nuke,ESL Pro League Season 11 Europe
forZe,w,North,l,19-3-20,Nuke,ESL Pro League Season 11 Europe
i sleep,l,Eimi Fukada FC,w,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
i sleep,l,Eimi Fukada FC,w,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
i sleep,w,Eimi Fukada FC,l,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,l,Chaos,w,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
Triumph,w,Under 21,l,19-3-20,Inferno,ESEA MDL Season 33 North America
Skyfire,l,AVANT,w,20-3-20,Mirage,ESEA MDL Season 33 Australia
Skyfire,l,AVANT,w,20-3-20,Mirage,ESEA MDL Season 33 Australia
TRIDENT,l,Chiefs,w,20-3-20,Train,ESEA MDL Season 33 Australia
TRIDENT,l,Chiefs,w,20-3-20,Train,ESEA MDL Season 33 Australia
Paradox,l,ORDER,w,20-3-20,Nuke,ESEA MDL Season 33 Australia
Paradox,l,ORDER,w,20-3-20,Nuke,ESEA MDL Season 33 Australia
Ground Zero,w,Rooster,l,20-3-20,Vertigo,ESEA MDL Season 33 Australia
TeamOne,w,Under 21,l,20-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Under 21,l,20-3-20,Inferno,ESEA MDL Season 33 North America
Yeah,w,Big Frames,l,20-3-20,Nuke,eFire Master League North America
Complexity,l,fnatic,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Complexity,l,fnatic,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
ALTERNATE aTTaX,w,SJ,l,20-3-20,Vertigo,ESEA Advanced Season 33 Europe
ALTERNATE aTTaX,w,SJ,l,20-3-20,Vertigo,ESEA Advanced Season 33 Europe
Juggernauts,l,SKADE,w,20-3-20,Dust2,ESEA Advanced Season 33 Europe
Juggernauts,l,SKADE,w,20-3-20,Dust2,ESEA Advanced Season 33 Europe
Nordavind,l,Japaleno,w,20-3-20,Overpass,ESEA MDL Season 33 Europe
Nordavind,w,Japaleno,l,20-3-20,Overpass,ESEA MDL Season 33 Europe
Nordavind,l,Japaleno,w,20-3-20,Overpass,ESEA MDL Season 33 Europe
Chetz,l,Vexed,w,20-3-20,Nuke,ESEA Advanced Season 33 Europe
Chetz,l,Vexed,w,20-3-20,Nuke,ESEA Advanced Season 33 Europe
Tricked,l,Salamander,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Tricked,w,Salamander,l,20-3-20,Train,ESEA Advanced Season 33 Europe
Tricked,l,Salamander,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Cyber Legacy,l,Pompa,w,20-3-20,Nuke,SECTOR: MOSTBET Season 2
Cyber Legacy,l,Pompa,w,20-3-20,Nuke,SECTOR: MOSTBET Season 2
Natus Vincere,l,BIG,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Natus Vincere,l,BIG,w,20-3-20,Dust2,ESL Pro League Season 11 Europe
Turkey5,l,FATE,w,20-3-20,Train,ESEA Advanced Season 33 Europe
Turkey5,l,FATE,w,20-3-20,Train,ESEA Advanced Season 33 Europe
HellRaisers,l,SKADE,w,19-3-20,Inferno,SECTOR: MOSTBET Season 2
HellRaisers,l,SKADE,w,19-3-20,Inferno,SECTOR: MOSTBET Season 2
HellRaisers,w,SKADE,l,19-3-20,Inferno,SECTOR: MOSTBET Season 2
forZe,w,North,l,19-3-20,Nuke,ESL Pro League Season 11 Europe
forZe,w,North,l,19-3-20,Nuke,ESL Pro League Season 11 Europe
i sleep,l,Eimi Fukada FC,w,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
i sleep,l,Eimi Fukada FC,w,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
i sleep,w,Eimi Fukada FC,l,19-3-20,Inferno,ESL Australia & NZ Championship Season 10
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
MARKandLARRY,l,Shidiots,w,19-3-20,Mirage,LPL Pro League Season 4
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Skyfire,l,Paradox,w,19-3-20,Mirage,ESL Australia & NZ Championship Season 10
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
Rugratz,l,Under 21,w,19-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,l,Chaos,w,19-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,w,Chaos,l,19-3-20,Overpass,ESEA MDL Season 33 North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
New England Whalers,l,AA,w,19-3-20,Mirage,eFire Master League North America
Triumph,w,Under 21,l,19-3-20,Inferno,ESEA MDL Season 33 North America
Triumph,w,Under 21,l,19-3-20,Mirage,ESEA MDL Season 33 North America
Triumph,l,Under 21,w,19-3-20,Mirage,ESEA MDL Season 33 North America
TeamOne,l,Bad News Bears,w,19-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,l,Bad News Bears,w,19-3-20,Inferno,ESEA MDL Season 33 North America
Mythic,l,Chaos,w,19-3-20,Inferno,ESEA MDL Season 33 North America
Mythic,l,Chaos,w,19-3-20,Inferno,ESEA MDL Season 33 North America
Rugratz,w,Recon 5,l,19-3-20,Train,ESEA MDL Season 33 North America
Rugratz,w,Recon 5,l,19-3-20,Train,ESEA MDL Season 33 North America
Movistar Riders,l,Nordavind,w,18-3-20,Mirage,ESEA MDL Season 33 Europe
Movistar Riders,l,Nordavind,w,18-3-20,Mirage,ESEA MDL Season 33 Europe
ENCE,l,Vitality,w,18-3-20,Dust2,ESL Pro League Season 11 Europe
ENCE,w,Vitality,l,18-3-20,Dust2,ESL Pro League Season 11 Europe
ENCE,l,Vitality,w,18-3-20,Dust2,ESL Pro League Season 11 Europe
Japaleno,w,HellRaisers,l,18-3-20,Dust2,ESEA MDL Season 33 Europe
Japaleno,w,HellRaisers,l,18-3-20,Dust2,ESEA MDL Season 33 Europe
Japaleno,l,HellRaisers,w,18-3-20,Dust2,ESEA MDL Season 33 Europe
Endpoint,l,Tricked,w,18-3-20,Train,SECTOR: MOSTBET Season 2
Endpoint,l,Tricked,w,18-3-20,Train,SECTOR: MOSTBET Season 2
GODSENT,l,Astralis,w,18-3-20,Inferno,ESL Pro League Season 11 Europe
GODSENT,l,Astralis,w,18-3-20,Inferno,ESL Pro League Season 11 Europe
Nordavind,l,AGO,w,18-3-20,Dust2,ESEA MDL Season 33 Europe
Nordavind,l,AGO,w,18-3-20,Dust2,ESEA MDL Season 33 Europe
Nordavind,w,AGO,l,18-3-20,Dust2,ESEA MDL Season 33 Europe
HellRaisers,w,GamerLegion,l,18-3-20,Overpass,ESEA MDL Season 33 Europe
HellRaisers,w,GamerLegion,l,18-3-20,Overpass,ESEA MDL Season 33 Europe
HellRaisers,l,GamerLegion,w,18-3-20,Overpass,ESEA MDL Season 33 Europe
Japaleno,l,Sprout,w,18-3-20,Mirage,ESEA MDL Season 33 Europe
Japaleno,l,Sprout,w,18-3-20,Mirage,ESEA MDL Season 33 Europe
Movistar Riders,w,pro100,l,18-3-20,Mirage,ESEA MDL Season 33 Europe
Movistar Riders,w,pro100,l,18-3-20,Mirage,ESEA MDL Season 33 Europe
Spirit,l,NiP,w,18-3-20,Vertigo,ESL Pro League Season 11 Europe
Spirit,l,NiP,w,18-3-20,Vertigo,ESL Pro League Season 11 Europe
i sleep,l,Chiefs,w,18-3-20,Nuke,ESL Australia & NZ Championship Season 10
i sleep,l,Chiefs,w,18-3-20,Nuke,ESL Australia & NZ Championship Season 10
Eimi Fukada FC,l,Ground Zero,w,18-3-20,Inferno,ESL Australia & NZ Championship Season 10
Eimi Fukada FC,l,Ground Zero,w,18-3-20,Inferno,ESL Australia & NZ Championship Season 10
District 7,l,AA,w,18-3-20,Mirage,eFire Master League North America
District 7,w,AA,l,18-3-20,Mirage,eFire Master League North America
District 7,l,AA,w,18-3-20,Mirage,eFire Master League North America
Under 21,w,Mythic,l,18-3-20,Dust2,ESEA MDL Season 33 North America
Under 21,w,Mythic,l,18-3-20,Dust2,ESEA MDL Season 33 North America
Under 21,l,Mythic,w,18-3-20,Dust2,ESEA MDL Season 33 North America
Chaos,l,Triumph,w,18-3-20,Overpass,ESEA MDL Season 33 North America
Chaos,l,Triumph,w,18-3-20,Overpass,ESEA MDL Season 33 North America
TeamOne,w,Recon 5,l,18-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Recon 5,l,18-3-20,Inferno,ESEA MDL Season 33 North America
Bad News Bears,w,Rugratz,l,18-3-20,Inferno,ESEA MDL Season 33 North America
Bad News Bears,w,Rugratz,l,18-3-20,Inferno,ESEA MDL Season 33 North America
New England Whalers,l,Station7,w,18-3-20,Inferno,eFire Master League North America
fnatic,l,BIG,w,17-3-20,Mirage,ESL Pro League Season 11 Europe
BIG,l,fnatic,w,17-3-20,Overpass,ESL Pro League Season 11 Europe
BIG,w,fnatic,l,17-3-20,Overpass,ESL Pro League Season 11 Europe
Japaleno,w,pro100,l,17-3-20,Dust2,ESEA MDL Season 33 Europe
Japaleno,w,pro100,l,17-3-20,Dust2,ESEA MDL Season 33 Europe
Movistar Riders,l,Sprout,w,17-3-20,Mirage,ESEA MDL Season 33 Europe
Movistar Riders,l,Sprout,w,17-3-20,Mirage,ESEA MDL Season 33 Europe
Nordavind,w,GamerLegion,l,17-3-20,Nuke,ESEA MDL Season 33 Europe
Nordavind,w,GamerLegion,l,17-3-20,Nuke,ESEA MDL Season 33 Europe
Nordavind,l,GamerLegion,w,17-3-20,Nuke,ESEA MDL Season 33 Europe
HellRaisers,l,AGO,w,17-3-20,Train,ESEA MDL Season 33 Europe
HellRaisers,l,AGO,w,17-3-20,Train,ESEA MDL Season 33 Europe
Singularity,l,Endpoint,w,17-3-20,Vertigo,SECTOR: MOSTBET Season 2
Singularity,l,Endpoint,w,17-3-20,Vertigo,SECTOR: MOSTBET Season 2
Natus Vincere,l,North,w,17-3-20,Dust2,ESL Pro League Season 11 Europe
Natus Vincere,l,North,w,17-3-20,Dust2,ESL Pro League Season 11 Europe
Espada,w,Tricked,l,17-3-20,Nuke,SECTOR: MOSTBET Season 2
Espada,w,Tricked,l,17-3-20,Nuke,SECTOR: MOSTBET Season 2
forZe,w,Complexity,l,17-3-20,Mirage,ESL Pro League Season 11 Europe
forZe,l,Complexity,w,17-3-20,Mirage,ESL Pro League Season 11 Europe
