Team1,Team1_Status,Team2,Team2_Status,Date,Map,Event
forZe,w,Complexity,l,17-3-20,Mirage,ESL Pro League Season 11 Europe
Skyfire,l,Rooster,w,17-3-20,Overpass,ESL Australia & NZ Championship Season 10
Skyfire,l,Rooster,w,17-3-20,Overpass,ESL Australia & NZ Championship Season 10
Paradox,l,Airborne,w,17-3-20,Inferno,ESL Australia & NZ Championship Season 10
Paradox,l,Airborne,w,17-3-20,Inferno,ESL Australia & NZ Championship Season 10
Paradox,w,Airborne,l,17-3-20,Inferno,ESL Australia & NZ Championship Season 10
Station7,w,AA,l,17-3-20,Mirage,eFire Master League North America
District 7,l,New England Whalers,w,17-3-20,Nuke,eFire Master League North America
NiP,w,Astralis,l,16-3-20,Overpass,ESL Pro League Season 11 Europe
NiP,w,Astralis,l,16-3-20,Overpass,ESL Pro League Season 11 Europe
GODSENT,l,Vitality,w,16-3-20,Nuke,ESL Pro League Season 11 Europe
GODSENT,l,Vitality,w,16-3-20,Nuke,ESL Pro League Season 11 Europe
Espada,w,Singularity,l,16-3-20,Dust2,SECTOR: MOSTBET Season 2
Espada,w,Singularity,l,16-3-20,Dust2,SECTOR: MOSTBET Season 2
Espada,l,Singularity,w,16-3-20,Dust2,SECTOR: MOSTBET Season 2
Spirit,w,ENCE,l,16-3-20,Train,ESL Pro League Season 11 Europe
Spirit,w,ENCE,l,16-3-20,Train,ESL Pro League Season 11 Europe
Thunder Logic,l,Under 21,w,16-3-20,Nuke,ESEA MDL Season 33 North America
Bad News Bears,w,District 7,l,16-3-20,Vertigo,ESEA MDL Season 33 North America
Thunder Logic,w,New England Whalers,l,16-3-20,Nuke,ESEA MDL Season 33 North America
Under 21,l,TeamOne,w,16-3-20,Nuke,ESEA MDL Season 33 North America
District 7,l,Rugratz,w,16-3-20,Mirage,ESEA MDL Season 33 North America
Chaos,w,In The Lab,l,16-3-20,Dust2,ESEA MDL Season 33 North America
Recon 5,w,Oceanus,l,16-3-20,Nuke,ESEA MDL Season 33 North America
Thunder Logic,l,Infinity,w,16-3-20,Dust2,ESEA MDL Season 33 North America
New England Whalers,l,Rugratz,w,16-3-20,Mirage,ESEA MDL Season 33 North America
Station7,l,Bad News Bears,w,16-3-20,Inferno,ESEA MDL Season 33 North America
Chaos,w,Monstars,l,16-3-20,Inferno,ESEA MDL Season 33 North America
Thunder Logic,l,TeamOne,w,16-3-20,Mirage,ESEA MDL Season 33 North America
Cloud9,w,FunPlus Phoenix,l,15-3-20,Inferno,Flashpoint 1
Cloud9,w,FunPlus Phoenix,l,15-3-20,Inferno,Flashpoint 1
Cloud9,l,FunPlus Phoenix,w,15-3-20,Nuke,Flashpoint 1
Imperial,w,Paquetá,l,15-3-20,Nuke,Aorus League 2020 #1 Brazil
Imperial,w,Paquetá,l,15-3-20,Nuke,Aorus League 2020 #1 Brazil
Orgless,l,Dignitas,w,15-3-20,Inferno,Flashpoint 1
Orgless,l,Dignitas,w,15-3-20,Inferno,Flashpoint 1
Orgless,w,Dignitas,l,15-3-20,Inferno,Flashpoint 1
Endpoint,l,Tricked,w,15-3-20,Mirage,SECTOR: MOSTBET Season 2
Endpoint,l,Tricked,w,15-3-20,Mirage,SECTOR: MOSTBET Season 2
Endpoint,w,Tricked,l,15-3-20,Mirage,SECTOR: MOSTBET Season 2
EthereaL,l,S2V,w,15-3-20,Train,META '20 Open
EthereaL,l,S2V,w,15-3-20,Train,META '20 Open
Airborne,l,i sleep,w,15-3-20,Vertigo,ESL Australia & NZ Championship Season 10 Qualifier 3
Airborne,l,i sleep,w,15-3-20,Vertigo,ESL Australia & NZ Championship Season 10 Qualifier 3
In The Lab,l,Thunder Logic,w,15-3-20,Mirage,ESEA MDL Season 33 North America
Chaos,w,Big Frames,l,15-3-20,Overpass,ESEA MDL Season 33 North America
i sleep,w,Incept,l,15-3-20,Vertigo,ESL Australia & NZ Championship Season 10 Qualifier 3
i sleep,w,Incept,l,15-3-20,Vertigo,ESL Australia & NZ Championship Season 10 Qualifier 3
TeamOne,w,Big Frames,l,15-3-20,Nuke,ESEA MDL Season 33 North America
Chaos,w,Oceanus,l,15-3-20,Dust2,ESEA MDL Season 33 North America
Thunder Logic,w,Swole Identity,l,15-3-20,Overpass,ESEA MDL Season 33 North America
Paquetá,w,FURIA Inagame,l,15-3-20,Overpass,Aorus League 2020 #1 Brazil
Paquetá,w,FURIA Inagame,l,15-3-20,Overpass,Aorus League 2020 #1 Brazil
Paquetá,l,FURIA Inagame,w,15-3-20,Overpass,Aorus League 2020 #1 Brazil
Swole Identity,l,Mythic,w,15-3-20,Dust2,ESEA MDL Season 33 North America
Airborne,w,i sleep,l,15-3-20,Nuke,ESL Australia & NZ Championship Season 10 Qualifier 3
Airborne,w,i sleep,l,15-3-20,Nuke,ESL Australia & NZ Championship Season 10 Qualifier 3
Station7,w,Mythic,l,14-3-20,Dust2,ESEA MDL Season 33 North America
EthereaL,w,FiRENATiON,l,14-3-20,Train,HardCup 6
MIBR,l,Chaos,w,14-3-20,Nuke,Flashpoint 1
MIBR,l,Chaos,w,14-3-20,Nuke,Flashpoint 1
Reapers,l,Imperial,w,14-3-20,Mirage,Aorus League 2020 #1 Brazil
Reapers,l,Imperial,w,14-3-20,Mirage,Aorus League 2020 #1 Brazil
Gen.G,w,Envy,l,14-3-20,Mirage,Flashpoint 1
Gen.G,l,Envy,w,14-3-20,Mirage,Flashpoint 1
Gen.G,w,Envy,l,14-3-20,Mirage,Flashpoint 1
Infamous,l,Supremacy,w,14-3-20,Mirage,Movistar LPG Season 3
Infamous,l,Supremacy,w,14-3-20,Mirage,Movistar LPG Season 3
ORDER,l,AVANT,w,14-3-20,Inferno,ESL Australia & NZ Championship Season 10
ORDER,l,AVANT,w,14-3-20,Inferno,ESL Australia & NZ Championship Season 10
Bad News Bears,l,Under 21,w,14-3-20,Dust2,ESEA MDL Season 33 North America
Triumph,w,Chaos,l,14-3-20,Nuke,ESEA MDL Season 33 North America
FURIA Inagame,w,No2B,l,14-3-20,Train,Aorus League 2020 #1 Brazil
FURIA Inagame,w,No2B,l,14-3-20,Train,Aorus League 2020 #1 Brazil
FURIA Inagame,l,No2B,w,14-3-20,Train,Aorus League 2020 #1 Brazil
Paradox,l,ORDER,w,14-3-20,Mirage,ESL Australia & NZ Championship Season 10
Paradox,l,ORDER,w,14-3-20,Mirage,ESL Australia & NZ Championship Season 10
Paradox,w,ORDER,l,14-3-20,Mirage,ESL Australia & NZ Championship Season 10
Triumph,l,Bad News Bears,w,14-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,l,Chaos,w,14-3-20,Inferno,ESEA MDL Season 33 North America
Infamous,w,EGOBOYZ,l,14-3-20,Overpass,Movistar LPG Season 3
Infamous,l,EGOBOYZ,w,14-3-20,Inferno,Movistar LPG Season 3
Infamous,w,EGOBOYZ,l,14-3-20,Inferno,Movistar LPG Season 3
Rugratz,w,TeamOne,l,14-3-20,Overpass,ESEA MDL Season 33 North America
Copenhagen Flames,l,c0ntact,w,13-3-20,Mirage,Flashpoint 1
Copenhagen Flames,l,c0ntact,w,13-3-20,Mirage,Flashpoint 1
Reapers,w,Neverest,l,13-3-20,Inferno,Aorus League 2020 #1 Brazil
Reapers,w,Neverest,l,13-3-20,Inferno,Aorus League 2020 #1 Brazil
Reapers,l,Neverest,w,13-3-20,Inferno,Aorus League 2020 #1 Brazil
MAD Lions,l,HAVU,w,13-3-20,Train,Flashpoint 1
MAD Lions,w,HAVU,l,13-3-20,Train,Flashpoint 1
MAD Lions,l,HAVU,w,13-3-20,Train,Flashpoint 1
pro100,w,Sprout,l,13-3-20,Train,ESEA MDL Season 33 Europe
Demolition Crew,l,Spirit,w,13-3-20,Nuke,ESEA MDL Season 33 Europe
Unicorns of Love,l,Singularity,w,13-3-20,Nuke,ESEA MDL Season 33 Europe
Spirit,w,pro100,l,13-3-20,Mirage,ESEA MDL Season 33 Europe
TeamOne,w,In The Lab,l,13-3-20,Dust2,ESEA MDL Season 33 North America
Swole Patrol,w,Oceanus,l,13-3-20,Nuke,ESEA MDL Season 33 North America
Big Frames,l,Divine,w,13-3-20,Overpass,ESEA MDL Season 33 North America
Mythic,l,District 7,w,13-3-20,Mirage,ESEA MDL Season 33 North America
TeamOne,l,New England Whalers,w,13-3-20,Nuke,ESEA MDL Season 33 North America
Chaos,w,Thunder Logic,l,13-3-20,Nuke,ESEA MDL Season 33 North America
Mythic,w,TeamOne,l,13-3-20,Overpass,ESEA MDL Season 33 North America
District 7,w,Divine,l,13-3-20,Mirage,ESEA MDL Season 33 North America
Big Frames,l,Swole Identity,w,13-3-20,Inferno,ESEA MDL Season 33 North America
Under 21,l,Swole Patrol,w,13-3-20,Nuke,ESEA MDL Season 33 North America
Rugratz,w,Thunder Logic,l,13-3-20,Mirage,ESEA MDL Season 33 North America
In The Lab,l,Triumph,w,13-3-20,Inferno,ESEA MDL Season 33 North America
Bad News Bears,w,Oceanus,l,13-3-20,Mirage,ESEA MDL Season 33 North America
Neverest,w,ex-UP,l,13-3-20,Vertigo,Aorus League 2020 #1 Brazil
Under 21,w,Mythic,l,13-3-20,Mirage,ESEA MDL Season 33 North America
Station7,w,Divine,l,13-3-20,Mirage,ESEA MDL Season 33 North America
Chaos,w,New England Whalers,l,13-3-20,Nuke,ESEA MDL Season 33 North America
District 7,l,Swole Patrol,w,13-3-20,Nuke,ESEA MDL Season 33 North America
Bad News Bears,w,Swole Identity,l,13-3-20,Dust2,ESEA MDL Season 33 North America
Triumph,w,Monstars,l,13-3-20,Overpass,ESEA MDL Season 33 North America
FURIA Inagame,l,Imperial,w,13-3-20,Train,Aorus League 2020 #1 Brazil
No2B,w,NOORG,l,12-3-20,Vertigo,Aorus League 2020 #1 Brazil
Reapers,l,Paquetá,w,12-3-20,Nuke,Aorus League 2020 #1 Brazil
Illuminar,l,Spirit,w,12-3-20,Train,ESEA MDL Season 33 Europe
HellRaisers,w,Singularity,l,12-3-20,Dust2,ESEA MDL Season 33 Europe
Japaleno,l,BIG,w,12-3-20,Inferno,ESEA MDL Season 33 Europe
Nordavind,w,Sprout,l,12-3-20,Dust2,ESEA MDL Season 33 Europe
Nemiga,w,Spirit,l,12-3-20,Inferno,ESEA MDL Season 33 Europe
PACT,l,pro100,w,12-3-20,Inferno,ESEA MDL Season 33 Europe
HellRaisers,w,Unicorns of Love,l,12-3-20,Dust2,ESEA MDL Season 33 Europe
Spirit,w,Nordavind,l,12-3-20,Inferno,ESEA MDL Season 33 Europe
HellRaisers,w,Wisla Krakow,l,12-3-20,Dust2,ESEA MDL Season 33 Europe
Skyfire,w,Ground Zero,l,12-3-20,Mirage,ESEA MDL Season 33 Australia
Rooster,w,Paradox,l,12-3-20,Inferno,LPL Pro League Season 4
Rooster,l,Paradox,w,12-3-20,Inferno,LPL Pro League Season 4
Paradox,l,Rooster,w,12-3-20,Mirage,LPL Pro League Season 4
Ground Zero,l,ORDER,w,12-3-20,Inferno,ESEA MDL Season 33 Australia
Paradox,w,Incept,l,12-3-20,Dust2,ESEA MDL Season 33 Australia
VERTEX,w,i sleep,l,12-3-20,Dust2,LPL Pro League Season 4
VERTEX,w,i sleep,l,12-3-20,Dust2,LPL Pro League Season 4
Chiefs,w,Skyfire,l,12-3-20,Inferno,ESEA MDL Season 33 Australia
TRIDENT,l,Rooster,w,12-3-20,Mirage,ESEA MDL Season 33 Australia
Station7,l,New England Whalers,w,12-3-20,Inferno,ESEA MDL Season 33 North America
District 7,w,Thunder Logic,l,12-3-20,Mirage,ESEA MDL Season 33 North America
Under 21,w,Recon 5,l,12-3-20,Nuke,ESEA MDL Season 33 North America
Divine,l,TeamOne,w,12-3-20,Dust2,ESEA MDL Season 33 North America
Big Frames,l,In The Lab,w,12-3-20,Mirage,ESEA MDL Season 33 North America
Chaos,w,District 7,l,12-3-20,Mirage,ESEA MDL Season 33 North America
Bad News Bears,l,New England Whalers,w,12-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Oceanus,l,12-3-20,Dust2,ESEA MDL Season 33 North America
Under 21,w,Triumph,l,12-3-20,Inferno,ESEA MDL Season 33 North America
Recon 5,w,Mythic,l,12-3-20,Vertigo,ESEA MDL Season 33 North America
Big Frames,w,Station7,l,12-3-20,Overpass,ESEA MDL Season 33 North America
Chaos,l,Swole Identity,w,12-3-20,Dust2,ESEA MDL Season 33 North America
Divine,l,Rugratz,w,12-3-20,Mirage,ESEA MDL Season 33 North America
Bad News Bears,l,TeamOne,w,12-3-20,Nuke,ESEA MDL Season 33 North America
Infinity,w,In The Lab,l,12-3-20,Mirage,ESEA MDL Season 33 North America
Swole Patrol,w,Triumph,l,12-3-20,Vertigo,ESEA MDL Season 33 North America
Soberano,w,Bravos,l,12-3-20,Dust2,CLUTCH Season 2
Soberano,w,Bravos,l,12-3-20,Dust2,CLUTCH Season 2
Swole Identity,l,Divine,w,12-3-20,Overpass,ESEA MDL Season 33 North America
Infinity,l,Chaos,w,12-3-20,Dust2,ESEA MDL Season 33 North America
Swole Patrol,w,In The Lab,l,12-3-20,Overpass,ESEA MDL Season 33 North America
Rugratz,w,Oceanus,l,12-3-20,Mirage,ESEA MDL Season 33 North America
Isurus,l,Keyd,w,11-3-20,Nuke,CLUTCH Season 2
Isurus,w,Keyd,l,11-3-20,Nuke,CLUTCH Season 2
Illuminar,l,Nemiga,w,11-3-20,Nuke,ESEA MDL Season 33 Europe
AGO,w,Nemiga,l,11-3-20,Vertigo,ESEA MDL Season 33 Europe
Nordavind,l,Japaleno,w,11-3-20,Dust2,ESEA MDL Season 33 Europe
pro100,w,HellRaisers,l,11-3-20,Vertigo,ESEA MDL Season 33 Europe
Demolition Crew,l,BIG,w,11-3-20,Mirage,ESEA MDL Season 33 Europe
Japaleno,w,Wisla Krakow,l,11-3-20,Dust2,ESEA MDL Season 33 Europe
Sprout,w,Movistar Riders,l,11-3-20,Nuke,ESEA MDL Season 33 Europe
Unicorns of Love,l,Spirit,w,11-3-20,Inferno,ESEA MDL Season 33 Europe
Nemiga,w,Nordavind,l,11-3-20,Nuke,ESEA MDL Season 33 Europe
BIG,w,Illuminar,l,11-3-20,Mirage,ESEA MDL Season 33 Europe
pro100,l,GamerLegion,w,11-3-20,Mirage,ESEA MDL Season 33 Europe
Spirit,l,HellRaisers,w,11-3-20,Vertigo,ESEA MDL Season 33 Europe
Sprout,w,PACT,l,11-3-20,Train,ESEA MDL Season 33 Europe
Nordavind,w,PACT,l,11-3-20,Overpass,ESEA MDL Season 33 Europe
AVANT,w,ORDER,l,11-3-20,Dust2,ESL Australia & NZ Championship Season 10
AVANT,l,ORDER,w,11-3-20,Dust2,ESL Australia & NZ Championship Season 10
AVANT,w,ORDER,l,11-3-20,Dust2,ESL Australia & NZ Championship Season 10
TRIDENT,w,FURY,l,11-3-20,Vertigo,ESEA MDL Season 33 Australia
i sleep,w,Esper,l,11-3-20,Inferno,ESEA MDL Season 33 Australia
PC419,w,Formidable,l,11-3-20,Nuke,ESEA MDL Season 33 Australia
Chiefs,l,Paradox,w,11-3-20,Dust2,ESL Australia & NZ Championship Season 10
Chiefs,w,Paradox,l,11-3-20,Dust2,ESL Australia & NZ Championship Season 10
Chiefs,l,Paradox,w,11-3-20,Dust2,ESL Australia & NZ Championship Season 10
Recon 5,l,TeamOne,w,11-3-20,Nuke,ESEA MDL Season 33 North America
LiViD,l,TeamOne,w,11-3-20,Nuke,ESEA MDL Season 33 North America
Recon 5,w,Big Frames,l,11-3-20,Nuke,ESEA MDL Season 33 North America
Under 21,l,New England Whalers,w,11-3-20,Nuke,ESEA MDL Season 33 North America
Monstars,w,Bad News Bears,l,11-3-20,Inferno,ESEA MDL Season 33 North America
Triumph,l,TeamOne,w,11-3-20,Dust2,ESEA MDL Season 33 North America
LiViD,l,Recon 5,w,11-3-20,Train,ESEA MDL Season 33 North America
Under 21,w,Infinity,l,11-3-20,Mirage,ESEA MDL Season 33 North America
Big Frames,l,Rugratz,w,11-3-20,Nuke,ESEA MDL Season 33 North America
New England Whalers,l,Monstars,w,11-3-20,Overpass,ESEA MDL Season 33 North America
Triumph,w,Thunder Logic,l,11-3-20,Overpass,ESEA MDL Season 33 North America
Reapers,w,ex-UP,l,11-3-20,Nuke,Aorus League 2020 #1 Brazil
ex-eUnited,w,Station7,l,11-3-20,Overpass,ESEA MDL Season 33 North America
In The Lab,w,Divine,l,11-3-20,Inferno,ESEA MDL Season 33 North America
Imperial,w,No2B,l,11-3-20,Overpass,Aorus League 2020 #1 Brazil
Station7,l,Rugratz,w,11-3-20,Overpass,ESEA MDL Season 33 North America
NOORG,l,FURIA Inagame,w,10-3-20,Inferno,Aorus League 2020 #1 Brazil
Paquetá,w,Neverest,l,10-3-20,Nuke,Aorus League 2020 #1 Brazil
AGO,w,pro100,l,10-3-20,Train,ESEA MDL Season 33 Europe
Demolition Crew,w,Illuminar,l,10-3-20,Nuke,ESEA MDL Season 33 Europe
Nordavind,w,AGO,l,10-3-20,Mirage,ESEA MDL Season 33 Europe
Japaleno,l,GamerLegion,w,10-3-20,Overpass,ESEA MDL Season 33 Europe
Spirit,w,Movistar Riders,l,10-3-20,Nuke,ESEA MDL Season 33 Europe
HellRaisers,w,Demolition Crew,l,10-3-20,Mirage,ESEA MDL Season 33 Europe
Sprout,w,BIG,l,10-3-20,Mirage,ESEA MDL Season 33 Europe
Spirit,w,PACT,l,10-3-20,Inferno,ESEA MDL Season 33 Europe
HellRaisers,w,Nemiga,l,10-3-20,Inferno,ESEA MDL Season 33 Europe
PACT,l,BIG,w,10-3-20,Dust2,ESEA MDL Season 33 Europe
Ground Zero,l,Paradox,w,10-3-20,Overpass,ESL Australia & NZ Championship Season 10
Ground Zero,l,Paradox,w,10-3-20,Overpass,ESL Australia & NZ Championship Season 10
Ground Zero,w,Paradox,l,10-3-20,Overpass,ESL Australia & NZ Championship Season 10
PC419,l,Chiefs,w,10-3-20,Inferno,ESEA MDL Season 33 Australia
Incept,w,Formidable,l,10-3-20,Dust2,ESEA MDL Season 33 Australia
Airborne,w,PC419,l,10-3-20,Nuke,ESEA MDL Season 33 Australia
AVANT,w,Skyfire,l,10-3-20,Mirage,ESEA MDL Season 33 Australia
AVANT,w,Paradox,l,10-3-20,Train,ESEA MDL Season 33 Australia
Rooster,l,Chiefs,w,10-3-20,Mirage,ESL Australia & NZ Championship Season 10
Rooster,l,Chiefs,w,10-3-20,Mirage,ESL Australia & NZ Championship Season 10
New England Whalers,w,In The Lab,l,10-3-20,Inferno,ESEA MDL Season 33 North America
Station7,l,Recon 5,w,10-3-20,Inferno,ESEA MDL Season 33 North America
TeamOne,w,Infinity,l,10-3-20,Train,ESEA MDL Season 33 North America
Monstars,w,Divine,l,10-3-20,Inferno,ESEA MDL Season 33 North America
Bad News Bears,w,Thunder Logic,l,10-3-20,Inferno,ESEA MDL Season 33 North America
Oceanus,l,Under 21,w,10-3-20,Nuke,ESEA MDL Season 33 North America
Yeah,l,Envy,w,10-3-20,Overpass,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Yeah,l,Envy,w,10-3-20,Overpass,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Chaos,w,ex-eUnited,l,10-3-20,Nuke,ESEA MDL Season 33 North America
Swole Identity,l,TeamOne,w,10-3-20,Overpass,ESEA MDL Season 33 North America
In The Lab,l,Station7,w,10-3-20,Mirage,ESEA MDL Season 33 North America
Divine,w,Infinity,l,10-3-20,Mirage,ESEA MDL Season 33 North America
Big Frames,l,Bad News Bears,w,10-3-20,Nuke,ESEA MDL Season 33 North America
Rugratz,w,Monstars,l,10-3-20,Mirage,ESEA MDL Season 33 North America
Oceanus,w,New England Whalers,l,10-3-20,Nuke,ESEA MDL Season 33 North America
In The Lab,l,Recon 5,w,10-3-20,Train,ESEA MDL Season 33 North America
ex-eUnited,w,Thunder Logic,l,10-3-20,Nuke,ESEA MDL Season 33 North America
Rugratz,l,Under 21,w,10-3-20,Dust2,ESEA MDL Season 33 North America
RED Canids,w,DETONA,l,10-3-20,Nuke,CLUTCH Season 2
RED Canids,w,DETONA,l,10-3-20,Nuke,CLUTCH Season 2
TeamOne,l,ex-eUnited,w,10-3-20,Train,ESEA MDL Season 33 North America
Orgless,l,Triumph,w,9-3-20,Inferno,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Orgless,l,Triumph,w,9-3-20,Inferno,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Orgless,w,Triumph,l,9-3-20,Inferno,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Alma,l,W7M,w,9-3-20,Mirage,CLUTCH Season 2
Alma,l,W7M,w,9-3-20,Mirage,CLUTCH Season 2
AGO,w,BIG,l,9-3-20,Dust2,ESEA MDL Season 33 Europe
Illuminar,l,Nordavind,w,9-3-20,Mirage,ESEA MDL Season 33 Europe
pro100,w,Wisla Krakow,l,9-3-20,Dust2,ESEA MDL Season 33 Europe
BIG,w,Unicorns of Love,l,9-3-20,Nuke,ESEA MDL Season 33 Europe
Nemiga,w,Wisla Krakow,l,9-3-20,Inferno,ESEA MDL Season 33 Europe
AGO,l,Illuminar,w,9-3-20,Train,ESEA MDL Season 33 Europe
Wisla Krakow,l,Nordavind,w,9-3-20,Mirage,ESEA MDL Season 33 Europe
GamerLegion,w,BIG,l,9-3-20,Mirage,ESEA MDL Season 33 Europe
FURY,l,Paradox,w,9-3-20,Inferno,ESEA MDL Season 33 Australia
AVANT,w,Chiefs,l,9-3-20,Train,ESL Australia & NZ Championship Season 10
AVANT,w,Chiefs,l,9-3-20,Train,ESL Australia & NZ Championship Season 10
AVANT,l,Chiefs,w,9-3-20,Train,ESL Australia & NZ Championship Season 10
Rooster,w,i sleep,l,9-3-20,Inferno,ESEA MDL Season 33 Australia
Ground Zero,l,ORDER,w,9-3-20,Vertigo,ESL Australia & NZ Championship Season 10
Ground Zero,l,ORDER,w,9-3-20,Vertigo,ESL Australia & NZ Championship Season 10
Big Frames,l,New England Whalers,w,9-3-20,Nuke,ESEA MDL Season 33 North America
Recon 5,w,Thunder Logic,l,9-3-20,Nuke,ESEA MDL Season 33 North America
Chaos,l,Envy,w,9-3-20,Overpass,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Chaos,l,Envy,w,9-3-20,Overpass,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Chaos,w,Envy,l,9-3-20,Overpass,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Station7,w,Infinity,l,9-3-20,Inferno,ESEA MDL Season 33 North America
Monstars,w,TeamOne,l,9-3-20,Mirage,ESEA MDL Season 33 North America
Yeah,w,Ze Pug Godz,l,9-3-20,Mirage,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Yeah,w,Ze Pug Godz,l,9-3-20,Mirage,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Yeah,l,Ze Pug Godz,w,9-3-20,Mirage,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Recon 5,w,Monstars,l,9-3-20,Inferno,ESEA MDL Season 33 North America
New England Whalers,l,Infinity,w,9-3-20,Inferno,ESEA MDL Season 33 North America
Mythic,l,Triumph,w,8-3-20,Overpass,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Mythic,w,Triumph,l,8-3-20,Overpass,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Mythic,l,Triumph,w,8-3-20,Overpass,Americas Minor North America Closed Qualifier - ESL One Rio 2020
ex-eUnited,l,Orgless,w,8-3-20,Inferno,Americas Minor North America Closed Qualifier - ESL One Rio 2020
ex-eUnited,l,Orgless,w,8-3-20,Inferno,Americas Minor North America Closed Qualifier - ESL One Rio 2020
ex-eUnited,w,Orgless,l,8-3-20,Nuke,Americas Minor North America Closed Qualifier - ESL One Rio 2020
OG,l,GODSENT,w,8-3-20,Nuke,Europe Minor Closed Qualifier - ESL One Rio 2020
OG,w,GODSENT,l,8-3-20,Nuke,Europe Minor Closed Qualifier - ESL One Rio 2020
OG,l,GODSENT,w,8-3-20,Nuke,Europe Minor Closed Qualifier - ESL One Rio 2020
Dignitas,w,Nordavind,l,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
Dignitas,w,Nordavind,l,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
Dignitas,l,Nordavind,w,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
LiViD,l,Chaos,w,8-3-20,Nuke,Americas Minor North America Closed Qualifier - ESL One Rio 2020
LiViD,l,Chaos,w,8-3-20,Nuke,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Divine,l,Yeah,w,8-3-20,Nuke,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Divine,l,Yeah,w,8-3-20,Nuke,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Movistar Riders,w,BIG,l,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
Movistar Riders,l,BIG,w,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
Movistar Riders,w,BIG,l,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
Copenhagen Flames,w,Heroic,l,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
Copenhagen Flames,w,Heroic,l,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
Triumph,w,Swole Identity,l,8-3-20,Vertigo,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Triumph,w,Swole Identity,l,8-3-20,Vertigo,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Rugratz,l,ex-eUnited,w,8-3-20,Overpass,Americas Minor North America Closed Qualifier - ESL One Rio 2020
Rugratz,l,ex-eUnited,w,8-3-20,Overpass,Americas Minor North America Closed Qualifier - ESL One Rio 2020
TYLOO,w,EHOME,l,8-3-20,Dust2,Asia Minor Greater China Closed Qualifier - ESL One Rio 2020
TYLOO,w,EHOME,l,8-3-20,Dust2,Asia Minor Greater China Closed Qualifier - ESL One Rio 2020
Apeks,l,Nordavind,w,8-3-20,Mirage,Europe Minor Closed Qualifier - ESL One Rio 2020
Apeks,w,Nordavind,l,8-3-20,Mirage,Europe Minor Closed Qualifier - ESL One Rio 2020
Apeks,l,Nordavind,w,8-3-20,Mirage,Europe Minor Closed Qualifier - ESL One Rio 2020
KOVA,l,OG,w,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
KOVA,l,OG,w,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
Beyond,l,Lucid Dream,w,8-3-20,Nuke,Asia Minor SEA Closed Qualifier - ESL One Rio 2020
Beyond,l,Lucid Dream,w,8-3-20,Nuke,Asia Minor SEA Closed Qualifier - ESL One Rio 2020
Movistar Riders,w,SMASH,l,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
Movistar Riders,w,SMASH,l,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
Movistar Riders,l,SMASH,w,8-3-20,Inferno,Europe Minor Closed Qualifier - ESL One Rio 2020
Copenhagen Flames,w,Sprout,l,8-3-20,Train,Europe Minor Closed Qualifier - ESL One Rio 2020
Copenhagen Flames,w,Sprout,l,8-3-20,Train,Europe Minor Closed Qualifier - ESL One Rio 2020
Copenhagen Flames,l,Sprout,w,8-3-20,Train,Europe Minor Closed Qualifier - ESL One Rio 2020
JiJieHao,l,EHOME,w,8-3-20,Train,Asia Minor Greater China Closed Qualifier - ESL One Rio 2020
JiJieHao,w,EHOME,l,8-3-20,Train,Asia Minor Greater China Closed Qualifier - ESL One Rio 2020
